c Random Network
p max  1000    8000
n         1  s
n      1000  t
a      60     300      80
a     621     563      40
a     528     463      29
a      35      98      47
a     324     216      91
a     372     564      79
a     669     286      22
a      52     869      43
a     183     207      95
a     878     937      99
a     356     275       6
a      78     352      75
a     796     596      34
a     166     833      25
a     887     816      91
a      15      18      93
a      74      89      49
a      81     528      96
a     310     653      27
a     179     197      11
a     828     286      74
a     143      17      21
a     294      80      66
a     391     260      36
a      87     216      37
a      99     634      18
a     585     143      62
a     574     754      89
a     480      21      67
a      26      44      31
a     702     360      26
a     780      74      64
a     528      36      30
a     393     466      41
a     584     658      42
a      42     222       5
a     106     594      15
a     381     236      80
a      35      80      91
a      60      94      37
a     826     929      45
a     150     447      84
a      26     154      72
a      47     246      63
a      25      26       6
a      19     516      18
a     580      96      31
a     602     709      47
a     298     328      46
a     164     350      97
a     590     662      58
a     730     587      59
a     284     542      29
a     610     337      52
a      27      48      93
a      52     373       4
a     170     810       5
a     321     504      42
a     842     256       2
a     966     848       8
a     615     691      97
a     778     505      39
a     253     752      81
a     380     875      15
a     104     215      76
a     773     680      96
a     489     107      35
a     483     894      73
a     107      53      25
a     196     197      32
a     337     104      10
a     573     316       3
a       5      63      95
a     505     329      67
a     589     526      36
a     242     860      74
a     523     177      49
a      21      47      83
a     870     375      78
a     364     743      65
a     227     109      91
a     432     488      41
a     928     854      87
a     143     171       9
a     113     138       1
a     586     331      93
a     844     354      40
a      56     239      26
a     234     530      92
a     832     861      96
a     954     512      71
a     187       5      76
a      25       9      93
a     946     976      10
a     691     813      37
a      39     457      20
a      28      39      73
a      15      47       9
a      94     230      26
a       1      37      76
a     101      59      82
a     127     345      28
a     395     135      66
a     736     806      33
a     698     142      91
a     198     378      47
a     515     557      46
a      24      17      83
a     102     889       5
a      23     410      62
a     737     811      15
a     659     735      16
a     234     384      12
a     582       7      15
a     620      14      67
a     514     405      93
a      27      30      23
a      78      41      72
a     307     572      63
a     142     745       6
a      50     914      75
a     147     950      93
a     379     342      25
a     917     480      41
a     910     709      36
a     164     220      62
a     288     921      36
a     285     542      85
a      15      48      87
a     130      20      78
a     775     661      34
a      25     104      79
a     924     973      94
a     891     914      49
a     894     701      87
a      76       5      15
a     905     410      59
a     246     654      11
a     849     770      21
a     203       5      72
a      76      24       8
a      29      34      74
a     397     286      10
a     116     122      94
a      60      86      76
a     133      88      17
a      16     165       5
a     226     877      31
a     263     964      83
a      47      62      70
a     308     595      51
a      77     619      51
a     300     104      14
a      40     268      54
a     113     176      60
a     438     623      90
a      55     534      51
a     303     410      75
a       6      37      54
a     158     170      27
a     170     289      44
a     478     125      61
a     215       5      11
a     384     922      56
a     922      54      86
a     280     196      38
a      97     118      43
a     654     498      20
a      39      36      44
a     759     630       3
a     337      28      57
a     974     238      99
a      28      69       1
a     284     924      81
a     220     406      89
a     222     895      56
a     100     612      53
a     867     767      19
a     443     913      82
a     459     230      22
a     933     526      34
a       8      19      44
a     726     595      87
a     566     654      43
a     758     382      46
a     380     434      86
a      96     339      30
a     436     890      54
a     381     345      60
a      49     767      46
a     168     377      18
a       1     903      29
a      34      32     100
a     780     811      32
a     339     759      45
a     633     532      46
a     648     638      67
a      55     214      71
a      37     141      84
a     648     872      80
a     788     396      90
a     238     544      16
a     274     222      34
a     479     929      52
a     252     226      86
a     449     718      52
a       1      11      68
a     167     361      71
a     208     370      56
a     289     156      25
a     271     155      39
a     400     864      88
a     102     176      16
a     971     876      76
a     285     741      84
a     805     885      33
a     269     565      59
a      61     188      26
a     632     963      97
a     698     152       4
a     319     638      25
a      11     164      38
a      42     372      91
a       3      89      43
a     980     317      31
a     191     753      68
a     505     834      55
a     860     224      80
a     195     459      47
a      18     207      11
a     858     620      91
a       3      36      96
a     947     295      10
a     535     165      50
a      58     475      30
a      20      70      14
a     957     364      38
a     252     286      38
a      56     149      37
a      14     361      82
a     467     780      39
a     345     659      55
a     818     603      75
a     254     348      56
a     122     205      11
a     151      26       3
a      27       3       7
a     769     539       5
a     304      97      28
a     647     225      15
a      55     411      63
a     158     531      56
a     501     455      98
a     876     477       9
a      23     490      49
a     827     152       4
a     862     990      50
a     136     144      50
a     601     835     100
a     106     131       9
a     678     143       8
a     152     957      40
a     583     938      19
a     126     299      12
a     115      56      62
a     613     834      31
a     595     197      92
a     234      61      76
a      24      74      76
a     926      19      38
a     141      75      99
a     236      64      87
a     966     422      46
a     977     897      82
a     695     226      37
a      29     114      61
a     430     417      81
a      77     146      21
a     155     317      26
a     619     242      33
a     858     816      12
a      15       4       6
a     637     538      82
a     130      81      21
a     159     166      50
a     214     312      96
a     985     328      74
a     872     836      22
a     403     575      80
a     133     188      72
a     751      72     100
a     394     252      89
a     997     970      87
a     184      69      40
a     400     950     100
a     631     791      60
a     473     278      20
a      15      52      51
a     571     674      83
a     139     938      65
a      24      31      54
a     112     535      26
a     703     679      80
a     517     429      83
a     557     298      66
a     284     993     100
a      98      84      15
a      65     111      59
a     744     518      69
a      18      31      34
a      72      67      62
a     278     181      30
a     302     412      61
a      13      33       7
a     793     975      21
a      40      67       4
a      13      37      73
a      88     360      73
a     429     806      64
a     822     424      73
a      81     854      39
a       5      43      67
a     795     954      75
a      80      14      75
a      91     236      54
a     744     700      65
a     353     735      93
a     149     377      47
a      95      14      42
a     400     285      28
a     183     618       4
a     461     651      46
a     538     142      40
a     602     433     100
a      18     108       1
a     365     368      14
a     219     570      16
a     253      94      83
a     273     470      28
a     683     916      11
a       1      10      15
a     108     850      36
a     355     638      62
a     829     510      77
a     854     815      48
a     607     120      82
a       9     284      45
a     834     361      91
a      63     232      31
a     238     698      46
a     364     825      51
a     750     453      88
a     749     689      93
a      75     172      56
a       4      29       2
a       8     624      24
a      13       4      34
a     804     587      53
a      74     313      57
a     672     342      51
a      66     136      98
a     240     300      35
a     469     436      97
a      28      42      15
a     233     291      84
a     350     496      73
a     678     932      93
a      47     153     100
a     491     698      91
a     499     328      48
a      13      25      56
a     451     409      15
a     676     836      59
a     557     373      39
a       7       2      30
a     268     457      94
a     160     449      88
a     568     699      17
a     955      30      44
a     977     132       7
a     142     229      90
a     779     123      85
a      13       1      80
a     127      72      83
a     523      16      65
a     196     184      28
a     554     569      18
a     732     970      44
a     113     154       1
a     548      50      54
a     171     522       4
a     272     866     100
a      17     127      37
a     328     274      20
a     999     248      36
a     181     914      38
a     137     541      66
a     829     558      71
a     332     309      45
a     416     445      13
a       7     169      22
a     341     194      96
a       7      52      49
a     741     318      15
a      32     263      39
a     369     699      79
a      31      73      35
a     448     297      62
a     282     231      92
a      28      93      78
a     363     258      82
a     962     749      64
a     868      23      77
a      60      53      87
a      69      40      98
a     105     789      47
a     151      18      79
a       6      15      39
a      51     578      25
a     520     932      32
a     636      52      96
a       4      11      62
a     335     189      10
a     177     279      13
a     655     862      84
a      28     214      48
a     389     221      46
a     372     843      21
a     284     514      11
a      35     191      39
a      19     522      13
a      20     123     100
a      15     172      78
a     479     794       4
a     630     516      80
a     116      34      64
a     698     379      14
a     497     692       9
a     623     691      83
a     493     140       9
a      53      69      61
a     183     232      10
a     167     240      55
a     590     938      94
a     956     552      65
a     796     399      30
a     311     302      32
a     667       1      50
a      26     407      19
a      51     913      71
a      52     256      64
a     155     205      35
a     439     848      25
a     288     596       1
a      47     115      87
a     757     818      97
a     118     161      63
a       8      43       5
a      48     750      23
a     594      59      68
a     318     231      38
a     852     229      56
a     121     226      43
a     152     166       7
a     597     676      11
a     108     116       4
a      92     874       5
a     343      79       7
a     109     937      71
a      12      13      54
a      37     578      21
a      54     501      20
a      14       9      23
a      31       3      92
a     373     196      65
a     586     218      50
a     717     570      40
a      66      90      91
a     293     444      44
a      90     125      30
a      16      23      20
a     116     136       4
a     750     301      85
a     611     868      25
a      15       3      35
a     356      81      31
a     489     601      52
a     855     224      87
a     210      51      79
a     285     173      76
a     441     838      99
a     333     154      39
a     640     448      59
a     171     146      54
a      22     844      16
a     725     723      36
a     123     152       7
a     991     462      31
a     145     982      20
a     569     283      33
a      17       9      84
a     111     824      82
a      63      42      16
a     826     637      24
a      14     397      74
a     815      76      93
a     442     878      91
a     757     626      90
a      80     308      62
a     377     429      55
a     327     372      27
a     664     467      82
a      70     803      12
a     609     103      29
a     531      50      40
a     831     746      37
a     580     663      41
a     712     229       5
a       4      46      95
a     848     413      78
a      74     268      33
a     268     922      37
a     447      27       4
a     549     341      68
a     177      23      33
a      53      88      91
a     624     259       3
a      31      59      90
a     233     176      83
a      91     196      98
a     536     356      90
a      54      94      27
a     656     394      96
a     192      23      22
a     153     164      45
a     175     192      34
a     366     687      72
a     136     236      96
a     744     984      89
a      24     437      25
a     412      33      74
a     584     574      90
a      54      57      98
a      75       3      76
a     420     292      45
a     889     795       2
a     682     203      85
a      93     597      68
a     271      86      72
a     160     825       3
a     255     607      32
a     109      44      81
a     465     441      46
a     349     185      83
a      24     375      59
a     451     624      94
a      11       9      77
a     326     809      58
a      57     329      60
a     577     608      91
a      17      63       3
a     174     201      70
a     733       4      74
a     258      80      46
a     287       4      75
a      11       3      40
a     994     795      62
a     235     282      87
a      87     773      30
a     446     151      70
a     730     898       4
a     367     477      27
a     402     738      21
a      39      57      78
a     582     289      50
a      25     119      68
a     717     396      30
a      63     128      98
a     544     266      29
a     485     554      41
a     147     737      19
a     574      43      18
a     524     454      64
a     361      26      70
a      25     137      42
a     155       7       3
a     570      20      50
a      19     108      45
a      91     893      95
a     949     651      54
a     369     475      34
a     302     457      71
a     553     833      84
a     675     328      30
a     756     672      34
a     307      17      89
a       2      30      76
a     615     182      76
a     200     283      87
a     434     285      45
a     865     113      73
a     614     673      75
a     141     785      20
a     288     450      61
a      29      36      71
a     731     710      20
a     186     189      41
a      59     267      61
a      46     170      75
a     369     418      43
a      12       3      59
a     513     560      53
a      36     167       6
a      87     231      37
a     292     425      58
a     911     884      16
a     314     860      26
a     165     206      50
a     614     806      94
a     366     671      23
a      45     156      87
a     486      71      44
a     480     436      45
a     437     903      68
a      76     269      56
a     514     289      13
a     168     182      39
a     745     884      23
a     179     145      31
a     625     146      47
a      19     147      56
a     618     343       6
a      39      28      53
a     128     243      66
a     751     248      95
a     605     416      49
a     125     175      43
a     469     588      47
a      31      70      70
a     919     396      28
a     688     672      16
a     906     702      83
a      16       2      76
a     370     933      24
a     749     332      36
a     276     395      51
a     828     690      52
a     445      35      23
a      27      32      52
a     299     766      72
a      36     339      34
a     876     934      72
a     131     616      52
a     332     883      67
a      43     587      49
a     258     583      41
a       7      44      36
a     648     841      51
a     222      38       6
a      44      55      63
a     393      60      70
a     850     303      24
a     470      40      21
a     969     833      95
a      19      17      48
a     807     317      44
a      25     227      61
a     142     366      15
a     783     113      47
a      67     541      71
a     259     780      16
a     116     130      60
a     961     962      94
a     648     943      68
a     967     982      84
a     425     183      61
a     654     758      56
a     124     312      23
a      16     154      16
a     557     939      29
a       5      20      97
a     240      90      31
a      20     467       7
a      20      34      89
a      59       5      42
a     821     233      36
a      28     618      16
a      79     133      42
a     209      51      96
a     547     874      33
a     643     142      80
a     294     542      60
a     669     547      74
a       2     235      77
a     105     638      94
a      59       4      38
a     178     247      77
a     223     799      54
a     552     951      40
a     382      15      54
a     609     777      75
a      13      83      19
a     940     325      23
a     138     128      31
a     164     654      47
a      88     132      78
a     526     331      71
a     818      40      21
a     633     934      51
a     274     157      94
a     836     679      50
a      11      94      74
a     992     652      33
a     210      33      65
a      16      76      48
a      91     420      69
a     567     954      77
a     210     559       4
a     186     857      49
a     913      20      78
a     398     403      28
a     919      37      29
a     956     415      29
a     965     511      28
a     382     514      36
a     789     584      76
a      79     225      15
a     440     342      69
a     640     532      35
a     529     480      24
a      40     150      17
a     173     160      80
a      13      29      51
a      77     613      75
a      63     215      31
a     395     459      57
a      23       2      74
a     517     762      19
a     507     884       5
a     562     119      25
a      36      15      62
a     593     529      36
a     715     714      39
a     212     509      57
a     745     577      48
a     504     360      80
a     300     266      37
a      66     232      14
a     128     172      88
a     233     563       2
a     360     698      91
a       6     468      78
a      31      13      44
a     847     241      29
a     643     593      67
a     128     212      16
a     479     286      32
a     190     113       9
a     373     117      81
a      61      36      86
a     979     141      54
a     961     289      84
a     692     160      87
a     689      67      48
a      50     108      84
a     845     413      72
a     780      90       1
a     281     137       6
a     186     451      61
a      74     523      89
a      22     110      15
a     127      38      82
a     477      79      21
a     477     700       4
a     198     203      61
a     265     374      36
a     641     145      44
a     917     253      69
a     389      57      78
a      66     218       1
a     933     723       5
a     890      53      19
a     355     632       5
a      25     127      90
a     849     597      29
a     111     345       2
a      63     925       4
a     632     523      81
a     443     368      19
a     398     743      32
a     204      50      61
a      36      29      99
a     277     224      29
a      37     145      59
a     533     801      29
a      55     572      64
a     887     843       2
a      61      96      72
a     159     603      14
a     158     613      91
a      66     116      68
a     126     306      54
a     925     255      89
a     664     527      47
a     224     848      54
a     513     609      45
a     221     652      98
a      22      12      39
a     808      42      54
a      32      65      75
a     402     555      33
a      44      19      92
a     708     989      39
a       2      56      47
a     360     514      93
a     144      95      46
a      56      62      81
a     173     210      24
a     166     379      11
a     114      82      92
a     836     420      35
a      36      37      25
a     248     770      95
a      50     132      58
a      76      44      55
a     148     549      14
a      60      59      37
a     335     468      63
a       5      18      47
a     176      69      22
a     194     336       7
a     255     189      55
a      30     423      75
a     151     445      86
a     438     691      34
a     712     437      45
a      76     531      68
a     214     233      28
a      15      14       3
a     526     205      17
a      11      62      77
a     145     902      45
a     102     422      71
a     513      70     100
a      11       6      89
a     700      52      54
a      31     858      49
a     203     264      88
a     640      45      79
a     687     942      81
a     819     723      54
a     553     832      56
a       9      43      51
a       1     595      16
a      58     247      86
a     290     596      49
a       1     226      34
a     873     201      66
a     767     376       8
a     611     478      93
a     126     153      60
a     188     870      27
a     795      22       4
a      22      10      34
a      95     584      55
a     362      42      31
a     454     241      12
a    1000     330       8
a      46     117      75
a       1      51      41
a     541     901      73
a      27      29      38
a     767     987      70
a       2     216       8
a     457     557      58
a     189     199      72
a     943     204      96
a     547     101      53
a     399     615      93
a     774      95      71
a      15     724      77
a      50     332      30
a     579      97      50
a     723     103      89
a     304      10      98
a      83     194      80
a     269     943      46
a     255     262      54
a     384     246      77
a     231     565       9
a     542     592      48
a     665     571      15
a      67     505      43
a      82     110      53
a     307     750       6
a      14      13      57
a     288     528      39
a     123     126      86
a     501     451      35
a     863      89      14
a     764     660      45
a     344      19      88
a     898     186      91
a     113     998      33
a     997     985      60
a      95     223       7
a     415      98      13
a     870     718      55
a     467     264      41
a      46       9      48
a      66      41      32
a      23      44      51
a      43      82      73
a      47      60      40
a     362     158      87
a     248     202      58
a     503     239      80
a     333     189      87
a     905     902      47
a     188     271      19
a     565     141      36
a      12     299      40
a      55     512      91
a     441     878       7
a     713     508      50
a      28     332      64
a      65     659      76
a      13      24      16
a     503      10      42
a     731     415      25
a      14      11      16
a     326     546      38
a      19     442      75
a      37     106      16
a     295     517      25
a     421      84      20
a      96     709      71
a      83     142      52
a     313     231      44
a     513     458      46
a     423     352      89
a     814     409      18
a     882     447      11
a      97     736      52
a     707     603      98
a     148      14      32
a      57     115      98
a     729     408      76
a      61     286      81
a     188     296      57
a     336     217      27
a     145     610      97
a     501     725      25
a      66     319      20
a     351     124      64
a     786     423      23
a     680     212      43
a     559     212      54
a     675     336      90
a     642      12      33
a     936     421      88
a     271      52      52
a     805     327      59
a     314     826      43
a     889     137      35
a      58      60      19
a     741     162      54
a     377     837      53
a     720     891      95
a       1      48      60
a     359     179      91
a     375       7      22
a      21       6      93
a      67      25      16
a     938     183      56
a     458     119      67
a     549     872       4
a      26      83      44
a     809     181      85
a     114       2      92
a      38      37      15
a      50     168      72
a     413     946      11
a     248     135      25
a     213     280      41
a     336     733      75
a     428     128      71
a     429     736      48
a     391     779      86
a     850     527      70
a     257     346      19
a      35      59      46
a     108     185      85
a     921     354      62
a     532     518      65
a     204      29      27
a     293      31      70
a       3     176      13
a     352     119      45
a      58     111      59
a     491     264      65
a      49      23      23
a     347     458      77
a     244     433       4
a     136     762      97
a     419     653      68
a      76     170      18
a     496     794      69
a      15     308      43
a     912     590      49
a     472     740      69
a      79     152      42
a     405      39      48
a     541     543       2
a     804     824      82
a      66     110      97
a     396      32       9
a     155     429      83
a     886     859      43
a     634      23      37
a     901      77      60
a     762     659      70
a       5     179      23
a       5     340     100
a     402     545     100
a       8     822       8
a     404     254      63
a     507     555      35
a      63     177      45
a      19      27      92
a     132     179      28
a     893     261      57
a      65     102      76
a     982     861      25
a     342     801       7
a      74      75      90
a     332      44      86
a      75     394      41
a     904     441      78
a     991     832      35
a      59     512      44
a     699     266      38
a     415     940      98
a     836     883      69
a      68     509      37
a     132     308      95
a     338     571      35
a     872     655     100
a      14     104      34
a     684     807      68
a     411     880      51
a     575     715      38
a     328     522      70
a     668     587      27
a       2      25      63
a      49     440      37
a     864      10      28
a     865     567      19
a       5     211       5
a      31     460       5
a     660     499      10
a     720     894      93
a     225     400      29
a     571      29      66
a     777     166      14
a     781     390      99
a     180     419      26
a     306     854      68
a      28     157       4
a      92     121      23
a     263     172      34
a      10     281       8
a     274     478       2
a      90     640      41
a      17      30      69
a      43     131      81
a     524     255       3
a      29     532       5
a     118      44      49
a     135      44      55
a     647     175      55
a     305     142      50
a      95     340      78
a     304     481      69
a      73     870      30
a     553     423      35
a     223     315      48
a     500     828      91
a     508      36      43
a       3      45       5
a     491     403      67
a     610     897      67
a     914     141      10
a      87     143      39
a     253      29      99
a     928     709      17
a     650     975      76
a     343      19      82
a     537     102      51
a      73     152      14
a    1000     115      65
a      32      88      29
a     333     257      21
a     356     760      94
a     586     531      17
a      23     806      82
a      38     951      89
a      17       4      46
a     154     606       1
a      67       5      84
a     559     193      85
a      45      47      52
a     270     328       9
a     501      15      86
a     189     166      19
a      87      93      45
a     545      83      67
a     885     336      86
a     299     306      93
a     948     144      25
a     666     685       2
a     608     692      10
a      19     483      14
a      34      70       4
a     645     266      78
a     171     127      48
a     498      22      38
a      13      16      35
a     516     484      67
a     318     427      10
a     365     442      13
a      95       3     100
a      92     112      21
a     383     397      35
a       4      39       4
a     208      32      99
a     381     207      15
a       4     374      12
a     305       1      16
a      54      84      90
a     602     139      76
a      51     920       6
a     255      85      17
a      19      20      59
a     607     394      83
a      84     218      38
a      77     352      54
a      43     115      15
a     472     146      73
a      24     124      44
a     627     454      23
a     252      44      92
a     469     241      72
a       1     159      35
a     238     667      84
a      51     145      78
a      77     387      70
a     846     266      97
a     652     430      89
a     424     160       6
a     728     615      25
a     215     217      90
a      72     136      76
a       6      33      34
a     304     291      21
a     517     265      78
a     714     466      14
a     913      73      49
a     973     394      89
a     148     733       5
a     896     140      20
a     878     344     100
a     989     469      18
a     595     720      22
a     344     655      79
a       8     416      56
a     956     837      53
a       3     202      79
a     394      38      32
a     440      63      45
a      42      45      15
a     646     709      68
a     123      91      90
a      13     109      27
a     120     203      23
a     309     489      97
a     176     525      78
a     329     339      48
a     566     473      23
a     150     107       9
a     652     572      60
a     432     106      14
a     792     342      53
a      77     121      88
a     703     373      31
a      17      34      64
a      66     188      57
a     298     893      79
a     929     519      95
a      57     784      47
a     164     808      81
a      13      36      17
a     911     519      55
a     158       7      52
a     479      74      88
a       2     137      68
a     950     911      63
a     458     605      61
a      68     783       3
a     982     906      69
a      96     321      52
a     481     345      52
a     736     534      27
a     702     778       7
a       5     497       5
a     228     579      39
a     762     388      21
a     173     234      89
a      11     204      22
a     277     219       8
a     850     537      56
a     428     256      56
a     534     116       2
a     938     390      43
a      75      99      43
a       8     203      52
a      27      36      16
a      59     480      59
a     518     594      34
a     107     962       8
a     167      62      83
a     290     235      70
a      55      66      76
a      84      85      33
a     207      81      46
a     752     151      91
a      16      15      25
a     464     682      54
a     790     393      61
a      29     574      82
a     373     112       9
a      53      30      13
a     105      72      66
a      10      43      51
a      13     876      39
a     632     687      55
a     702     980      19
a      10     563      85
a       7     120      59
a     398      33      89
a     594     642      78
a      28      45       8
a     142     386     100
a      43      63      27
a      22     751      64
a      53       1      47
a     626      36       5
a      32      37      41
a     233     103       8
a     529     989      40
a     861     588      73
a      47     507      50
a     959     774      73
a      16      43       4
a     313     406      83
a     197      54       4
a     860     357      74
a       2      15       8
a     379     844      91
a     874     246      80
a     577     897       4
a     811     738      98
a     434     312      99
a      11     683      67
a     170     951      62
a     128     953      32
a      19      91      25
a     156     416       5
a     854     668      59
a     109     152      61
a     895     457      74
a       8     257      31
a     185     852      47
a     328     691      44
a      23      27      95
a      72     223      97
a     340     184      50
a      24      81      97
a     797     500      92
a     339     435      47
a     578     222      94
a     713      43       7
a     806     704      18
a     300     136      96
a     675     872      85
a     714     813      58
a     970     563      44
a      37     255      49
a     953     689      50
a     284      93      35
a      50     207      55
a     578     293      78
a     136     590      82
a     102     107      69
a     400     139      98
a      57     406      16
a      58      31      61
a       5      12       7
a      64     228     100
a       9      32      96
a     986     246      56
a      31     338      83
a     571     185      62
a     119     293      18
a     124     553      82
a     346     169      60
a     798     376       7
a      68      15      39
a     717     587      21
a     162     602      74
a     429     836       3
a     658     677      36
a      97     293      21
a      67      74      74
a     846     844      27
a      29      65      58
a     702     141      62
a     379     108      95
a     912     388      12
a      51     124      86
a     210     277      58
a     468     105      52
a       3      20       1
a     180      39      30
a     437     743      21
a     247     518      75
a     575     614       1
a     243     153      28
a       9      10      99
a     999     768      75
a      40      63      47
a     370     978      56
a      22       2      63
a      60     766      25
a      49     126      17
a     432     826      74
a     252      30      24
a      95     147       1
a     249     653      58
a      20     675      48
a     149      36      71
a     580      91      79
a     614     996      82
a     144      90      48
a       5     249      16
a     752     206      19
a      24     129      74
a     982      59       3
a      59     675      76
a     693     264      77
a     481     654      76
a     953     352      47
a     781      16      98
a      77     188      57
a     246     324      26
a     340     274      91
a     870      51       1
a      41     153      83
a     244     748      21
a     162     355      79
a     415     876      88
a      84     223      59
a     530      88      14
a     850     530      26
a     494     482      42
a     358     366      95
a     962     869      57
a     514      62      82
a      36     212      50
a     458     123       9
a       8     483      85
a     479     677      69
a     300     156      87
a      15      13      81
a     922     139      83
a      40     225      81
a     316     413      18
a     745      93      87
a     782     136      15
a      50     358      30
a      44      59      14
a      68     407      44
a     195     932      27
a     213     523      27
a      19     922      73
a      27     994      73
a      22      19      27
a     198     349      61
a     197     349      45
a      27     214      74
a     221     287      48
a     832     248      99
a     746     789      74
a     763     151      97
a     787      11      74
a     270     787      30
a     441     777      87
a      78     346       4
a     542     661       5
a     137     847      28
a      55      68      44
a     567      81      88
a     906     102      90
a     479     997      94
a     665      75      98
a     160     995      12
a      29      84      85
a     622     910      77
a     341     627      39
a     506      76      45
a     183      35      14
a     741     724      61
a     667     668      14
a     526     675      29
a      49      40      78
a     559     449      92
a      54     470       2
a     132     797      69
a     456     489     100
a      16     642      75
a      20     762      53
a     215     996      29
a     585     532      66
a     565     638      46
a     673     687      60
a     226     486      65
a      10      15      52
a      95     176      92
a     335     546      10
a      27      45      44
a     559      21      23
a     149     709      47
a       9     345      13
a     144     531      20
a      27     558      67
a     122     261      33
a     315     282      91
a     728     486      15
a     776     410      94
a     212     277      17
a     371     304      25
a       2      59       2
a       9      95      52
a      75       2      57
a     188      27      28
a      25      52      79
a     834     953      60
a       8     777      53
a     643     123      53
a      12      16      17
a     299     333      73
a     377     319      80
a     238     503      86
a     471     756      38
a     117     107      81
a     334     587      12
a      44     117      97
a     896     106      39
a     202       4      57
a     215       6      47
a      36      72      34
a     499     587      65
a     848     673      90
a     172     677      27
a     658     418      57
a       8       6      58
a     123     181      40
a     895     679      50
a      24      52      55
a     333     658      85
a     935     890      70
a     279     792      84
a      58     122      42
a     438     604      44
a     876     390      38
a     603      25       1
a     144     193      26
a       8      45       9
a     823     768      38
a       7      61      43
a       8     708       8
a     123      59      11
a     557     386      94
a     107       1      57
a       7      95      82
a     951     511      42
a      57      87      44
a     832     790      43
a     737      72      90
a     572     906      29
a      40     620      97
a     327     421      14
a     660     353      20
a     606     228      39
a      12     399      88
a     121     184      66
a     750     744      60
a     397     771      37
a     258     913      11
a     195      25      49
a      19      29      15
a     402     565      44
a      37       6      74
a      77     309      88
a      35      21      49
a      32     841     100
a     839      96       8
a      29      90      31
a      12     174      57
a     490     530      50
a     382     919      50
a      43      48      64
a     693     520      73
a     478     336      48
a       7      26      50
a      35     512      27
a     774      21      37
a     373     829      99
a     249       6      34
a     536     430      27
a     247      42      73
a     109     504      60
a     157      41      41
a      67     101      98
a     927     465      77
a      34     157      55
a     524     897      17
a     664     594      29
a     475     552      67
a     666     161      94
a      58     520      61
a      32     123      47
a     919     905      76
a     326      30      59
a     225     435      72
a     273     244      28
a     430     669      97
a     398     326      39
a     308     244      40
a      42     112      41
a     496     876      60
a     145     248       9
a     732     854      82
a     221     134      29
a      45     315      58
a      76     590      14
a      14      30      55
a     918     430      11
a     300     467      24
a     334     455      40
a     108     422      58
a     331     436      62
a      80     760      74
a     925     636      35
a      47     202       2
a      10      20      48
a     906     456      77
a     420     713      98
a     721     423      91
a     505     332      22
a     929     153      96
a     990     168      48
a     319     730       8
a     475      98      37
a     468     327      45
a     497     641       8
a      38     137      70
a     130     303      16
a      23     200      22
a     143     486      18
a     227     868      69
a      66     366      49
a     605     702      24
a     739     939       7
a     157     194      17
a     649     480      67
a     218     268      53
a     429     377      74
a     371     399      48
a      34      20      10
a      68     269       2
a     143     149      69
a     933     991      62
a      36      71      66
a     105     287      39
a      36     488      41
a     180     600      34
a      14     656      34
a     232     794      58
a     973     853      65
a     607     300      81
a     693     841      76
a       2      37      36
a     302     362      28
a      76     556      72
a     852     643      40
a     118     311      84
a     417     471      76
a      79     658      82
a     830      37      26
a      13     165       5
a     875     421       8
a     307     245      31
a      96     501      34
a     623      91      34
a     150     153      22
a     983     152      31
a      34      54       3
a     866     520      77
a      55     275      62
a     114     184      89
a     404     122      55
a     191     178       6
a     196     851      64
a     102      12      61
a     164     127      50
a     692     908      42
a     267     238      33
a     291       5      87
a     784     102      63
a      31      56      26
a     313     424      14
a      14     250       5
a     254     234      22
a     333     616      64
a     957     315      90
a      48     356      99
a      53     624      86
a      25      33      44
a     550     878      23
a      35     125      77
a     173     400      34
a     142     838      12
a     755     474      70
a      82     416      87
a     146     995      95
a     427     510       9
a     757     364      29
a     827     133      52
a     582     107      78
a       5      19      50
a     483     787      12
a     235     403      66
a       7     404      77
a      46     242      56
a     574     998      45
a     671     581      33
a      50     311      87
a       3     342      16
a     428     660      56
a     678     523       4
a     376     316       6
a     216     358      26
a     615     172      30
a     706     182      73
a     373     403      19
a     883     151      19
a     116     811      14
a     586     992       4
a      77     592      46
a     164     239       2
a     742     465      27
a     455     510      50
a     736     148      31
a      36      52       9
a     772     763      89
a     315     658      51
a     505     799      18
a     760     253       9
a      13      78      86
a     140     184      99
a     695     652      59
a     433     973      52
a     163      10      62
a     856      16       5
a      63     157      94
a     112     192      25
a      86     184      70
a     339     925      73
a     936     856      25
a     833     667      17
a     153      36      30
a     188      89      17
a      31     130      39
a     327     527       8
a     816     157      63
a     952     883      57
a     404      60      20
a     137      32      10
a     780     218      43
a     128     236      72
a     334     631      29
a     260     339      87
a     409     619      44
a     134     123      43
a     896     310      76
a     214     334      93
a      89     106      41
a     621      30      74
a       6      73      29
a     682     288      28
a     897     546      77
a     186     238      85
a     879     801      13
a     788     920      92
a     700      68      83
a     431     537      22
a       1     113      81
a     522     930      97
a     362     796      59
a     225     859      51
a     276     317      18
a     838     701       6
a     112     222      61
a     826     203      75
a       3     206      31
a     399     700       9
a     442     874     100
a     358     599      19
a     424     495      17
a     185     380      85
