c Random Network
p max 10000    6000
n         1  s
n     10000  t
a      62    1275       4
a     115    1686       6
a     207    1689       6
a    8773    9882       8
a    2415    1043       2
a      13    2633      10
a    5384    2197       3
a       2     123       9
a    2319    7522       5
a       5    1736       8
a     146     666       7
a     451    1141       9
a    2022     570       5
a    7950     659       1
a    4023    7777       8
a    3067    2616       7
a    4768    2205       5
a    8599    5470       3
a     180     193       2
a    1387    2178       5
a    3086     225       2
a    2496    5129       3
a    1258    7786       4
a    2037    9706       9
a    6342    4049       9
a    4435    3104      10
a     422    1144       4
a    2858    6837       6
a    4422    3807       5
a     484     666       8
a     920    6272       3
a    4456    3787       1
a    7503    3815      10
a    1626    7650       2
a    3125    5032       3
a    6085     737       3
a     252    1941      10
a     102    3043      10
a     852    1077       2
a    4497    6591       7
a    2989    4668       6
a     499     813       2
a     329     392      10
a    1729    2278       3
a    3464     880      10
a    7271     172       8
a    8969     406       3
a    1770    4601       3
a    2275    5011       3
a     169    4583      10
a    7542    1101       9
a    4024    6972      10
a     196     273       8
a    3711     275       3
a    2304    7592       1
a    4417    7832       2
a    4913     636       8
a    1563    8975       8
a    1656    7923       5
a     556    1963       6
a     148     359       3
a     493     346       4
a    9030    2558      10
a    9972    9762       6
a     142     216       9
a     349    1074       1
a    3930      75       3
a    6146     552       7
a    4376    6645       6
a    4941     653       9
a    7001    7074       3
a      40     346       4
a     229     306       6
a    2574     259       3
a    8578    4186       3
a       1       3      10
a      35    4531       7
a    2062    5504       1
a    6241    4150      10
a    9192    8595       1
a    2635    6382       1
a     744    9712       2
a    1252    2338       8
a    2431    4013       2
a    4979    9977       7
a    1147    5574       5
a      84     115       9
a     869     646       3
a    1062    2687       9
a    7747    3314       1
a    9296    5732       3
a    3139    4907       8
a    6624    2647       1
a     323     413       6
a    2874    2115       4
a    6816     381       9
a    7594    4621       8
a     429    1354       2
a    2900      59       4
a    4789    1698       3
a    1513     283      10
a    5424    2021       4
a     623    1809      10
a      62    5648       1
a    3159    4663       7
a    5256    5462       7
a    5636    8118       1
a    5418    3943       1
a    3617    7067       6
a    1588    8196       3
a    3491    1357       6
a    8491    5705       4
a    2111    9367       6
a    5427     984       7
a     411     796       6
a     237    1318       9
a     268    2824       5
a    3146    2552       4
a    4430    2693       7
a    1108    6240      10
a    8301    4490       1
a    1534    3841       2
a    1098    1059       4
a    4065    1430       1
a    5494    9561       2
a    4126    2250       4
a     228     923       6
a      50     903       7
a     107    1407       5
a    2001    1087       9
a    4027    9732      10
a    8233    8016       5
a    8152    1474       4
a     121     724       5
a     750    3697       1
a    1594    6264       5
a    2933    6155       2
a    4221    7109       1
a    1922     490       6
a    6844    7010       9
a     128     197       8
a    2234    5591       7
a    2526    3866       6
a    8688    5397       5
a      51     361       9
a    3160    2554       4
a    4039    6374      10
a    9255    6594       2
a    3094    2448       3
a     900    2847       9
a    1333    1676      10
a     282     283       7
a    3897    8988       4
a    7041    9828       8
a    4631    2949       2
a    2792    8126       9
a    2532     432       7
a    7553    2624       3
a    9494    3280       3
a    6768    7578       4
a    9006    2563       4
a    1391    6702       3
a     331     814       9
a    2130    3863       9
a    4702    5324       1
a    7803    9361       6
a    1013    2553       1
a    4682    6575       5
a    2080    2040       6
a    3034    5674       8
a    4648    2158       5
a      86     102       4
a     154     485       9
a     561    3072       6
a     375    1163       9
a    2570     257       6
a    9850    2123       4
a    3280    4452       5
a     168     234       2
a    3358     551       2
a    1504    9193       4
a    6688    8623       9
a     302    1133       3
a      73     497       2
a    1216    1787      10
a    7625    5352      10
a    4912     881       9
a    6072    1620       4
a    2323    5514       8
a    1303    2681      10
a    4457    4828       3
a    9507    5631       3
a    4034    4909       2
a      98     623       6
a     687    1460       7
a     237    1132       3
a    1131    4515       4
a     866    2450       2
a    9341    7770      10
a     305    7550       9
a      51     218       1
a    1353    1539       7
a    9108     304       4
a    2840      34      10
a    7720    1652       8
a     704    3383       3
a    3878    4964      10
a    1665    3625       6
a    2068    4088       6
a    4704    6488       5
a    9628    2650       4
a    2055    5575       8
a       8      13       6
a     959    2077       3
a    5118     585       6
a    2492     409       8
a     118     240       9
a     539     366       7
a    5041     539       2
a     760    7174       4
a    9040    9747      10
a    1701    4329       7
a    4678    3647      10
a      12      15       9
a      20    7148       6
a    7280    4953       9
a    9700    3513       8
a    2843    7668       1
a    8591    9026       5
a     390    4702       7
a    1032    1456       5
a    1670    6618       8
a    7023    1489      10
a    4079     923       7
a    7436    1319       8
a     778    1731       8
a    8039    7247       4
a    1423    3067       3
a    7478    8449       7
a     689    6224       3
a     603     641       4
a     733     405       8
a    1083    2943       4
a    9913    8348       5
a    1985    5120       9
a    9980    8519       6
a    4289    3733       9
a     676     740       7
a     614    1062       5
a    6449    1287       9
a    4322    8050       9
a    6922    3672       3
a     773    1895       3
a    2584    3931       4
a      54     777       7
a    3195    2034       9
a    6325    5582       2
a    3001    4392       4
a    8286     831       6
a      27      47       1
a     441     598       3
a    1870     543       8
a    1931    8815       4
a      49     667       3
a    2183    1538      10
a    5888    6678       3
a    1393     201       1
a    7501    6370       8
a    3793    2311       5
a    6527    7207       5
a      29      80       7
a    1158      29       8
a    9953     306       7
a     600     653      10
a     852    1650       1
a    2536     132      10
a    3445    1576       7
a    9720    2864       8
a    7070    8292       6
a    4479    7973       6
a    8414    9236       8
a    2056    3700      10
a    8923    1654       2
a    1391       4       5
a    4730    4240       1
a    1153    5532       4
a    2700    3858       8
a    4835    4179       5
a    9056    3710       4
a    9986    3489       5
a       7      99       7
a     594    1131      10
a     176     217       6
a     682     993       9
a    7293    1276       9
a    1090    2461       9
a    6785    5302       9
a    7230     264       3
a    2585    1532       8
a    8862    1880       9
a    1073    7615       9
a    5373    9805       1
a      44    2033       8
a      29      54       7
a     262     790       7
a    1272      50       5
a    9524    2083       3
a    8251    5657       7
a    8579     774      10
a     124     786       5
a    6465    4730       3
a    2412    8740       7
a     274     359       3
a     212     421       7
a     518    1506       4
a     463    4419      10
a      19    8013       9
a    1193    8436       1
a    8613    2748       8
a      14       4       4
a     814    2779       4
a    1643    1734       5
a    7859    9408       8
a    6491    1976       3
a    1144    8899       5
a     294    1337       7
a    2363    3312       3
a      10       6       3
a     247     149       4
a    8131    1315       6
a    1146     698      10
a    9803    9244       6
a    4958    8441       4
a    2637    8229      10
a    6558    4979       2
a      22     296       3
a     466     584       3
a    1451    4499       6
a     545     414       1
a     959     763       6
a    3860     950       3
a    5254    6237       8
a      63    8251       5
a     607     755       9
a    6166    9702       6
a    5039    5886       1
a    1161    5683       8
a      79      82       1
a    2030    4025      10
a    4046     482      10
a     691    5468       8
a    1319    3104       9
a    3578    5334       5
a    5567    1184       5
a     309    3046       1
a     139     720       4
a    2436    8931       7
a    1583    6030       8
a     482     621       3
a    1015    2218       9
a    2395    1261       2
a    9753    1480       8
a    6187    2220       3
a    5238    2902       7
a    2066    7393       4
a     557     985       3
a    3044     100       9
a    9470    6185       1
a    3505    5649       4
a      27     187      10
a     229     688       7
a     147    4986       7
a     307    6630       2
a    1216    7359       1
a    6790    8976      10
a    7982    9056       2
a      21      54       6
a     451    2953       2
a    4020    8567       9
a    3522     991      10
a      95     275       4
a     328    2587      10
a    1788    3145       5
a    2769    4585       5
a    8548     973       9
a    7407     611       3
a    4221    3131       9
a     594     639       8
a    2039    4581      10
a    6010    5209       1
a     136     321      10
a     923     366      10
a    8882    2264       3
a    4197    5280       8
a    7561    8593       4
a     151     908       8
a      10    2225       1
a      17     235       3
a    1320    4700       3
a    7660    8092       5
a    1175    8650       7
a    6777    1063      10
a    3686    2408       9
a    2347    2326       5
a    1682    8842       1
a     241     576      10
a       5     332       7
a     359    2285       6
a     636    6630       9
a    3175    5143       6
a    6283    8853       6
a    3133    8207       8
a     732    1666       3
a    7441    7651       3
a    6067    6363       9
a    4861    7299       4
a    8759    2400       9
a    2101     253       2
a    4073    7209       5
a    9569    8106       5
a    5864    4458       2
a    3054    1925      10
a     460    1431       1
a     669    2521       9
a    2897    4036       8
a    6212    8562       8
a    1720    3701       2
a    4035    8394       8
a    6033    8597       6
a     998    9621       7
a    2488    4793       6
a    8614    7657       3
a    8711    2119       3
a      44     110      10
a     223    5772       1
a    1147     309       7
a    8657     867       9
a      35     164       6
a      10      29       9
a      80    3190       6
a    9291    6086       1
a    4371    9697       7
a    9850    3436       7
a     772    4167       9
a    1836     687       1
a      14     674       4
a     810    4961      10
a      19     948       7
a    1719    1717       2
a      66     326       5
a     214     251       9
a     815    3639       2
a    4269    5220       2
a    7904    3961       7
a    4112    9252       4
a    9091    1881       5
a    2851    8841       1
a    1404    2322       5
a    2467    3592       3
a    5096    4435       9
a     240     132       5
a      65     103       8
a     808     106       6
a    2794     196       3
a    1489    4678       5
a    2692    8186       5
a    4383    5596       5
a    9458    4900       1
a       8      33      10
a     290     527       1
a      61    1440       3
a    1458    1559       2
a     173    1102       7
a     692     443       5
a    2189     851      10
a    7781    1252       6
a    4836    8502       7
a       7     233       7
a      22      30       2
a    3451    3454       9
a    8105    5089       5
a    8926    6101      10
a    3344    2481       6
a    4633    3658       3
a    1145     678       5
a     443    4174       9
a    7430    5756       9
a    2533    9446       5
a    2263    3807       8
a      15      38       4
a      55     133       4
a       2       4       7
a      41     375       5
a     246    2876      10
a    9816     262       5
a    3952    2684       3
a    2972     224       3
a    4137    7455      10
a    3589    9508       6
a     188    3900       6
a     164     304       2
a    1367    5965       2
a    8272      10       8
a     250    3561       1
a     835    4025       4
a    7781    5887       8
a     169     221      10
a    1428    3366       2
a    5928    2788      10
a    6713    4321       4
a    2977    3282       1
a     643    1005       6
a      24      67       1
a      36      92       3
a      17      21       4
a     214     670       7
a     625    2609       6
a    7680    6366       7
a    2905    9454       6
a    2535    1525       8
a    4910    5360      10
a    6307    2671       5
a     165     327       5
a     131     300       7
a    3428    1274       6
a    1344    4960       3
a     813     133       9
a    8835    2046       9
a    9863    4328       2
a    4482     508       2
a     332     356       6
a    2775    7129       9
a    3045      66      10
a     583    3577       5
a      19      31       3
a     677    1006       1
a    1249      25      10
a      86    8324      10
a     545    4452       7
a    4145    5121       8
a    3638    2295       8
a     152    2937       5
a      38      93      10
a    1080    8760       6
a    7549    3571       8
a     427    1370       5
a    8887    8235       8
a    1258    1189       5
a    4742    6114       1
a    9724    9808      10
a    5426    5797       9
a    2479    7535       2
a     643     932       1
a    3631    4632       5
a    8693    6659       6
a    6901    7052       5
a     572    1070       8
a    2062    1194       4
a    2115    9573       1
a    3426    9845       6
a    3961    5672       9
a     806    3698      10
a    9260    1476       5
a     862    1968       5
a      16      72       2
a     172     822       8
a    5709    4397       4
a     828    2021       6
a    4186    8824       7
a    7307    9479       3
a    3390    3356       3
a    6389    3336       3
a    9527    8119       3
a    9534    8338       8
a     855    1053       4
a    2850     552      10
a    5211    3763       7
a    5863    4537       7
a      66     560       8
a     200     275       6
a    3677    4566       2
a    4153    7897       9
a    7557    2162       8
a    3006    1364      10
a    8031    1083       6
a    2087    3953       4
a    1690    2314       6
a    6585     690       6
a    4585    3079       6
a    4739    8716       1
a    3558    5054       9
a    1725    3204       3
a    5724    9875       7
a    5867    6859       8
a    7193     832       5
a     356     523       7
a    2133    2969       1
a      74     372       8
a    1093    1136       9
a    5383    1276      10
a     471    8659       9
a    8882    1587       7
a    4294    7228       7
a      29    1345       1
a    6308    4282       9
a      32     270       4
a      81     750       8
a    9650    5195       3
a    3342    2727       5
a    6867    3680       6
a    4649    9783       7
a    3716    3685       5
a    1382    2936       6
a     379    3175       2
a    2557    4087       3
a     273     728       6
a    1495    2468       6
a    2000    5159      10
a    7890    6635       5
a    2184    2696       6
a    8721    9779       9
a     584    9960       5
a     117     142       5
a    1397    2179       2
a    7394    8045       7
a     678    1103       8
a    5060    2875       7
a    1661    3430       6
a    4821      44       8
a    2232     235       8
a    6437     243       4
a    8428      48       3
a    4420    2088       2
a      54    9237       7
a     654     690       3
a     720    2664       4
a    3314    1765       2
a    8173    1767       8
a     280     901       7
a    2274    4145       4
a    5095    5214       7
a    4066    4469       1
a    4005    4265       3
a    9426    4736       5
a    4367    4514       6
a     427     955       1
a    1299    1279       6
a    9693    9244       5
a    1209     355       4
a    2872    4318       4
a    5814       9       6
a    6819    9941       1
a    8712    8581       2
a    2080    6886       2
a    5337     784       5
a    6205    1662       1
a    5350    6180       5
a    8328    6873       7
a    4518     790      10
a    9924    4829      10
a    1632    5228       2
a    3680    1491       7
a    4193    1776       8
a    1029     483       5
a    7578    8193      10
a     922    1097       8
a     473    1185       7
a    1840    2258       6
a    4067    1314       7
a    7693    9544       6
a    7995    5522       3
a     644       4       7
a    8878    3241       2
a    1593    2093       8
a    3432    5556       4
a    3358    9272       3
a    9556    9161       1
a     890    1411       8
a     430     693       6
a     220     624       7
a    1404    7237       3
a    1571    9939       4
a    3209    2660       2
a    1170    7497       3
a    2213    2638       3
a    4612    3403       5
a    7682    7038       7
a     598     846       9
a     111     137       3
a     403    3176       9
a    1989    2502       8
a    1071     780       9
a    4111    3128       7
a    7906    5705       6
a     399     636       4
a    2867    4936       8
a    6109     254       9
a    7223    3326       5
a    3453    4489       4
a    8190    5692       5
a       3      12       8
a     785    1950      10
a    2439    3292       3
a    3691    1774       8
a    5326    2126       4
a    4647    4379       1
a    4952    1238       6
a    3507     583       1
a    4614      73       3
a    7774    4457       1
a     945     946       1
a     303     865       1
a    1981      69      10
a    1620    1569       4
a    1464     859       8
a    8503    1559       4
a    6265    7393       7
a    5134    8807       2
a     438    1269       9
a    7890    6913      10
a    8163    7490       8
a    6296     219       4
a     442    1515       5
a      98    4300       7
a    7674    2172       5
a    1693    6237      10
a    6181    1046       2
a    9545    2648      10
a      40    1770       4
a    5626    7563       7
a     649    1720       7
a    2574    8633       4
a    1681    9374      10
a     255     474       2
a     744    1293       4
a    8964     555       4
a    9757    3392      10
a    1019    1535       9
a    8164    4189       9
a    6387    9116       6
a     731    8126       8
a      24    3490       7
a    1587    5482       7
a    9613    8877       6
a     149     150       4
a     970    3732       4
a    1845    1633       7
a    8117    2719       6
a    1384    8707       7
a    5988    1271       2
a    1305     801       4
a      85     240       1
a     570     679       6
a    3454      56      10
a    1905    4234       5
a    1013    1914       3
a    5461    3603       5
a    7820    4397       1
a    1862    3905      10
a    7415    3940       7
a     177       7       5
a     839    3225       2
a     198     220       7
a    1849    2125      10
a    6261    9825       8
a       5      16       9
a    4456    6828       7
a    6638    7797       5
a    1734    1011      10
a    2662    8864       2
a     643    1344      10
a      28     273       9
a      78     145       7
a     199    3491       5
a    3530    4120       7
a    5541    3459       1
a    7936    5011       9
a     576    2087       4
a    6815    5530       5
a    6938    9095       7
a      51     961       1
a    1136    1508       7
a    2129    3094       2
a    2750    2184       4
a    3342     550       7
a    7377    3304       9
a    7057    5612       5
a     779    1606       1
a      87      96      10
a    9933    9207      10
a    8833    6229       2
a      55      81      10
a    1300    1371       4
a    1732     113       2
a     255     803       5
a     755     340      10
a    1321    3734       3
a    5498    2872      10
a     754    3410      10
a     104     105       7
a     800    1415       6
a    9259    5752      10
a     213     225       7
a    1215     610       4
a     952    3935      10
a    5740    9881       4
a    1473    5537       9
a     429    4759       7
a    9298    8870       3
a     654     826       3
a      17      97       8
a     183     637       5
a    8633    2372       7
a    7217    4841       8
a    5538    4511       2
a      53    9104       8
a      64     735       5
a    1131     709       5
a    4895    9611       3
a    7055    5279       9
a    8686    5714       5
a    8429    9153       4
a    1286    3509       2
a    1698    3541       2
a     258    5734      10
a    9418    3456       3
a     107     183       8
a    5111      69       3
a    1588    4995       9
a    1828    7711       1
a    5994    9737       6
a    2414    5792       3
a     810    6881       9
a     504    1305       5
a    1930    1631       1
a     293     295       1
a    3637    9062       9
a    3996    6135       3
a    7271    4003       7
a    5746    7817       9
a    8153    7903       7
a    8806    9210      10
a    7793    8490      10
a    4589    2359       9
a    3738    5516       9
a     792    1083       9
a    1561    6884       6
a    4490    1191       6
a    1752    3320       4
a    3531    1109       7
a    5620    1763       1
a    5955    5204       4
a    8680    4117       1
a    8939    8378       1
a    4210    1329       8
a    3043    4041       6
a    4905    2692       8
a    3290    3482       5
a    9217    4392       1
a     168    1589       3
a    1918    1926       3
a    5916      16       5
a    9427     308       7
a    5685    2497       2
a    5769    1764       9
a    3639    2737       2
a    1777    3668       2
a     362     499       2
a     633    2419       9
a     146    7222       9
a     224    8528       9
a     546    1314       1
a    8212     917       7
a    8912    2299       7
a    4694     142       5
a    4731    3378      10
a     658    1922       3
a      22      83       9
a      42      67       4
a     301    1556      10
a     563    9046       4
a    1982     946       6
a     493    1595       3
a     565    1031       2
a    1788     876       9
a    2184    1989       2
a    5741    9284       4
a    7328    2456       1
a    4690    6978       3
a    4391    8686       8
a     450     625       7
a    5468    4136       9
a     370    8102       4
a    1624    9354       2
a     241     357       1
a     670    2102       1
a    4414    3312       9
a    8611    8564       2
a    9689    4960       6
a     148     185       4
a      69     120       6
a      29     481       5
a     872    5182       4
a    6318    7606       7
a    6632    7455       5
a    7976    4533       6
a    1073    1032       1
a    1664     962       8
a    4197    2099       6
a    6200    4987       6
a    2623     859       4
a      38     168      10
a     158     188       4
a    1326    2058       1
a    2569    3483       3
a    3476    7188       2
a    6877    1099       9
a    6655    1047       1
a     235    1318       3
a    1282    9531       2
a    8805    8694       1
a     699     963       9
a       7      48       4
a     516    6692       8
a    5966    1051      10
a    2114    1122       9
a    6055    1499       4
a    2488    9789       2
a      20     317       1
a    1624    1371       5
a    6257    6666       9
a    1594    8013       4
a      42     146       1
a     219     818       4
a    1126    2020       9
a    1215     197       1
a    4873    4470       2
a    7916    5479      10
a     843    3491       8
a    1110     148       8
a     262    3574      10
a    3671    8380       7
a    1046    7837       4
a    2572    2983       6
a    3837     857       6
a    4765    4125       4
a    5352    5114       9
a    6494    6221       1
a    1417    8516       4
a    4614     387      10
a     341     728       6
a      97     346       6
a     979    3711       4
a    7179    6095       1
a    9959    1074       3
a    2988    8158      10
a       1     935       2
a     139     182       3
a     190     228       5
a      21    3925       5
a     323    3829      10
a    2511    6144       9
a    6645    1515       4
a    6255    5343       3
a      85     112       4
a    9543    6307       1
a    4336    4660       2
a    3132    8466       7
a    1177    1935       8
a     595     686       7
a     697    2126       6
a    9942    7035       5
a    2282    2522       1
a    4920    7085       4
a    5002    8677      10
a     826     950       6
a     611    8405       5
a      51     321       6
a    1175    4276       2
a    5774    9852       9
a    4891    8740       9
a    1244    9646      10
a     681    8182       2
a    9692    5910       3
a     166    1175       9
a    1975    4618       5
a     441     364      10
a    1794    2457       5
a     558    1124       8
a    7050    2578       9
a    8818    7419       9
a    2326    9468       9
a    9697    9477       1
a     576    5698       9
a     247     279       8
a    2959    4231       6
a    4691    3542       5
a    5738    6303       3
a    7896    2000      10
a    4646    9109       1
a    1641     280       2
a     162    4156       3
a     907    7300       3
a    6827    9013       4
a    7280    2521       1
a      26      53       8
a    1939    2906      10
a    7537    6235       3
a     386    2077       2
a    6062    7623       1
a    2929    2265       6
a    8295    2893       5
a    3045     476       7
a     883    2760       5
a    1962    3111       6
a    4797    7284       7
a    7258    3956       5
a      16     201       5
a     926    2015       9
a    8630    6887      10
a       3    1479       3
a      25    7816       3
a     431    8325       2
a    8770    1812      10
a      35     105       6
a     226    2986       8
a    2829    7577       2
a    7387    9246       1
a    1917    7481       7
a    4440    8617       9
a    1227    1600       8
a     631    1696       1
a    2867    1689       2
a    3909    1332       7
a    5599    9519       6
a     227     280       2
a     762    2400       4
a    9537    2687       4
a     218    3731       2
a    6936     595       6
a     422     621       4
a     678    1359       6
a    1024    3365       9
a    5012    1584       8
a    5384    6272       3
a    2931    9213       5
a    6123    2024       1
a     297    3212       7
a     219    3826       3
a    4716    8236      10
a    9296     806       4
a    2949    8110       7
a      46     105       9
a     407    1316       1
a     337     486      10
a    1327      75      10
a    1454    9992       6
a    2631    6329       6
a    9054     656       4
a    1319    6324       8
a    1449    8465       2
a    7741    2778       1
a     366     926       5
a     633     846       2
a    1027    1032       7
a    1183    1283       7
a    2278    1302       7
a    9261    3041       5
a    1490    9282       2
a    1698    1771       2
a    3648    6456       8
a    5536    5629       5
a    7045    7569       1
a    9068    4942       8
a    4895      19       1
a     634     677       1
a     630    1797       3
a    1900    2437       2
a    2778      42       6
a    5436     655       9
a    7482   10000      10
a    2089    1227       1
a    3822    4268       8
a    8099    4075       9
a    2601    4641       6
a    3907    3931       4
a     590    3025       5
a    5157    1434       4
a    4472    6551       2
a    6882      25       5
a    8221    7695       1
a    3302      98       2
a    9912    6095       7
a    4154    4600       6
a    6803    8328       7
a    1630    7115       5
a    7858    7184       6
a    3174    3426      10
a     268     296       1
a     315    4268      10
a    5627    6477       6
a    1259    4513       9
a    5947    7299       9
a    1653    8554       4
a     268    3713       7
a     716     750       5
a    7510    8381       5
a    6642    3349       1
a     346    1626       2
a    1996    1618       4
a     590     835       2
a    1453    3468       5
a    2954    2692       7
a    4856    9982       8
a    4165    8086       6
a     240     405       6
a    1393    6968       5
a    2250    8064       2
a    4136    6518       2
a    2482    2825      10
a    3772     936       6
a    1216    3970      10
a    6321    9205       9
a    5473    1208       9
a    6593    3527       8
a    2890    6835       2
a     285     348       8
a    1146    1423       8
a    1622     942       3
a     298    4324       8
a     121    1167       6
a    6688    1725       4
a    6720    5575       4
a    8871    5347       1
a    7640    4392       8
a    7502    7134      10
a    5760     143       9
a    1880    2669       3
a    3258     162      10
a    9906    4017       8
a      89     786       8
a    6592    3160       1
a    9694    4851      10
a    5644    9126       6
a    1570     688       6
a    1621    3835       9
a     452    1111       6
a    1733    2317       1
a    5916    2039       2
a    9709    2790       4
a    9842    4630       9
a    2863    8139       8
a    6230    3281       3
a    6906    3128       6
a    4925     457       2
a      45     526       9
a     107    2005       3
a    5790    2609       1
a    1986    2188       4
a    3761    4989       9
a    4427    7223       4
a    6173    4225       6
a     342     545       3
a    5373    8755       3
a    1152    7812      10
a     141     369       1
a     444    3962       1
a    2452    1177       5
a    9136    1557       3
a     557    5500       9
a    8757      95       3
a    4558    7672       1
a     309    1247       9
a    2465    4920       5
a    5478      16       3
a    9617    3574       4
a     315    1582       2
a    4668    2396       7
a    5033    7459       7
a    7422    3165       4
a    4196    7981      10
a    1454     437       8
a    6812     660       2
a    2496    3221      10
a    5516     101       2
a    3984    1355       1
a    5533    1893       8
a     101    1048       6
a      60     175       5
a    2218    6764       8
a    2781    7267       7
a    2483    1235       8
a    6179    5172       4
a    6990    6820       2
a    1509    4747       5
a     457     652       2
a     797     993       2
a    3157      57       9
a    9109     746       9
a    1409    1884       3
a    2281     803       2
a    5123    1438       8
a    1112    7629       7
a    3652    6767       7
a    1970    2074       8
a    1359    2197       9
a     542     763       3
a    1303     208       2
a    1876     815       7
a    1417    8548       9
a    6767    5149       6
a    1027    1054       8
a    8862    1694       6
a     981    5886       5
a    4473    4585       8
a     236     299       2
a      43     270       6
a      13      21       4
a      53     560       2
a     153    1356       3
a    3657    2403       3
a    3006    5194       8
a     901    7345       1
a    7690    4306       8
a     149    1483       4
a     380     715       3
a    3668    4251       1
a    7101      12       8
a    1411     996       1
a    2918    4577       8
a    9683    5197       9
a    8889    2679      10
a     746    5994       7
a     190     354       1
a    1659    7487       1
a    3874      26       7
a    9991    2433      10
a    1174    1201      10
a     305     363       7
a     713      16      10
a    1208    1472       8
a     790    3971      10
a    1554    8780      10
a    6550    6264       9
a    6847    6237       9
a     553     728       1
a    3427    5660       2
a    4001     950       2
a     188    1923       2
a    4703    6889       5
a    5851    2202       5
a    8356    3188       5
a    4865    9764       7
a    8392    2785       9
a    9377    2624       9
a       6     812      10
a    4635    1238       9
a    9639    8109       8
a    4199    2465       7
a    6521    3368       1
a     142     333       6
a     488     737       2
a    1953     208       8
a    7428    4470       8
a    6750    2265       3
a    9840    2282       9
a    7183    2624       3
a    1439    7498       9
a     595    1069       4
a    9992    6575      10
a    9445    2307       8
a     167     216       3
a    1933    2002       1
a    4455     951      10
a    5891    7505       1
a    4570    2300      10
a    9630    3891       8
a    6751    1326       9
a     309    1511      10
a     444    5726       6
a    8203    1808       4
a    7795    5069       3
a    8825    7827       3
a      46      69       6
a     316    1376       5
a      46    1422       6
a      96    4155       9
a    1053    4541       2
a    5026      65       2
a    3179    8472       7
a       4       3       6
a    1343    2220       4
a    3058      39       4
a    2903    1839       6
a     744    1090       5
a    1415    4910       4
a    8211    5645       4
a     862    8444       2
a    6993    7861       7
a    1451    3029       5
a    8327    2724       5
a      20     149       6
a     465    1827       4
a    8767     801       3
a      74      99       5
a       5      17       3
a     938     847       7
a     980    3123       8
a    8554    2499       2
a    9269    3910       4
a    3210    2491       5
a    1057     636      10
a    2281    2979       8
a    4028    1768       9
a    6961    1839       8
a    9447    8535       6
a    5196    6477       1
a     143     406       5
a    8761     480       9
a    2557    9281       9
a    6880    1862       6
a      47     130      10
a      72    4708       1
a      31     232       5
a     672     406      10
a     908     607      10
a    4310    6020       1
a    1595    4196       2
a    8744     641       4
a       6    2586       9
a       9    2843       1
a    4901    5465       3
a    8214     360       5
a       4       1       1
a     808    1151       9
a       6     168       9
a     217    3901       4
a     761    5413       4
a    7320    5652       3
a    9548    4708       8
a    1291    1469       7
a    7788    8608      10
a    1687    7017       3
a      47     657       5
a     119     195       4
a    2990    5788       5
a    5328    1876       8
a    1896     252       8
a    2950    3856      10
a     944    3622       1
a    1662    1787       4
a    2898    3612       7
a    1072    2269       9
a    2625     999       3
a    7564    4997       1
a    2124    7096       5
a     518    3595       3
a    2141    4632       6
a    9335    9725       5
a      69     273       2
a    1502    6933       8
a     244    1343       4
a    3112    2397       7
a     703    1095       4
a    8410     203       2
a    9710     394       4
a     701    3875       8
a    2430    8149       2
a    3440    4825       1
a     242     244       6
a    1377    1718       2
a    2665    1226       2
a    5858    2002       5
a    3874    1350       8
a    2536    9978       8
a    2209    1972       6
a    2735    1202       7
a    4154    4738       3
a    3504    6338       7
a    9919    1422       4
a    1683    2302       1
a     315     626       5
a      68    2401       2
a    3448    3889       5
a    5133    9135       1
a    2710    4419       4
a    3728    7456       8
a    1680    1112       7
a    3284    8334       8
a    6564    1574       8
a     392    1017       2
a      93     312       9
a    1538    3641       6
a    1717      56       2
a    4658    4245      10
a    9244    4465       5
a    8859    1732       7
a    1286    2440       9
a    5084    2447       1
a    9411      52       8
a    5575    6686       2
a      21      93       8
a     383     800      10
a    3193      15       1
a    1516    6330       8
a      56    3511       6
a     642    6048       1
a    1583    1871       7
a    7500    6903       5
a      34      37       9
a    4884    6714       7
a    2614    4982       4
a     747    2450       3
a    3212    3125       9
a      14    8518       8
a    1249    8922       2
a    5824    3254       3
a    3795    6514       6
a    5599    8597       8
a    2051    8185       9
a    9017    2154       9
a    2384    3355       3
a    4535     189       5
a    6518    1926       3
a    7070    2889       7
a     166    1494       6
a     671    3381       7
a    5021     609       9
a    2582    1073       1
a    4302      95       8
a    6695    2047       5
a    2230    6777      10
a     224    5573       7
a     381    3615       3
a    4039    6133       5
a    5024    1780       1
a    1227    1430       9
a    1807    4777       1
a     102     234       6
a     422     475      10
a    4237    8327       1
a    7965     159       4
a    9905    8022       2
a      74      78       8
a     900      34       8
a    5218    6759       5
a     308    9600       3
a    1643    4830       7
a      54     627       8
a      12      63       6
a     304    4183       9
a    1208    2669      10
a    1038    4012       5
a    3624    7273       1
a    3764    8117       5
a    8257    2835       5
a     607    1027       3
a    2215    2725       6
a    9475    2125       9
a     134     160       8
a     189    3310       1
a    2850    4993       8
a    5775    9100       8
a     689    7169       7
a    8542    4066       7
a    8135    5143       5
a    1045    1112       4
a    1642    5137       6
a    6757    1418       1
a    9173    6308      10
a    4957    4550      10
a     173     300       9
a    2965    1104       2
a    8227    5532       7
a    9029    8764       3
a    7878    1498       6
a    7384    1003       3
a     504    4945       6
a     157     185       4
a    1788    2433       2
a    3634     582       5
a     845    8692       8
a      92     361       9
