c Random Network
p max  1000   10000
n         1  s
n      1000  t
a     724     878      95
a     124     275      79
a     347     478      84
a     110     378      51
a     118     800      67
a      85      79      82
a     264     266       8
a     895      43      27
a     737     417      93
a      10     216      83
a     604      39      26
a     382     518      29
a     445     346      20
a     560     124      57
a     778     145      45
a     333     553      46
a     113     305      57
a     169     495      16
a       4      24      84
a     718       5      80
a     719     213      89
a     988     953      81
a     722     477       9
a     633     272      92
a      69     361      47
a     593     231      52
a     139     823      49
a     783     835      32
a    1000     968      43
a     278     293      58
a      26     276      99
a     757     156      31
a     870     817      86
a       8     121      81
a     369     375     100
a     796     749       2
a     354     114      55
a     880     852      97
a      31      60      90
a     300      65      41
a     403     558      62
a     948     364      47
a     209     288      85
a     813     601      70
a      90     635      41
a     768      17      50
a     380     848       1
a     810     126      11
a      35     127      78
a     291     794      45
a     465     502      80
a     251     147      82
a     476     719      69
a     909     651      32
a      37     438      31
a     436      85      84
a     594     860       8
a     531      89      15
a     544     330      34
a      87     204      66
a     205      64      86
a     602     710      58
a     340     368      27
a     997     485      89
a     483     598      94
a      98     192      57
a      41      61      88
a      62      53      56
a     391     611      53
a     234     937      94
a      28      50      42
a     103     116      61
a     427     400      77
a      64     108      77
a     340     628      63
a     794      74      63
a     979     822      43
a     675     467      24
a      81      93      83
a     267      13      40
a     311     802      54
a     128     923      16
a     343     166      93
a      12     468      50
a      46     101      49
a      80      90      92
a     260     714      50
a     883     711      71
a       9      41      55
a     774     711      32
a     195     537      79
a      43      96      86
a     120       4      96
a     778      77      48
a     738      30      99
a      35      11      20
a     143      33      37
a     177       8      48
a     841     339      31
a     848     252      30
a      43     110      16
a     330     712      31
a      11       7      29
a      65      19      28
a     595     933      27
a     800     215      59
a     293     456      56
a      21      44      16
a     116     747      71
a     650     604      86
a     259     270      18
a     103     260      59
a     183     658      51
a     697      83      90
a      19      30      75
a      52      69      13
a      91      88      60
a     277     530      98
a     591     597      66
a      31      51      44
a     122      88      50
a      36      94      56
a     160     444      71
a     244     642      97
a      48     769      18
a     918     247      56
a     340     370      40
a     751     539      50
a     584     359      64
a     206     821      76
a       2      90      50
a     174      51      87
a     703     317      63
a     344     820      92
a     458     121      75
a      27      46      84
a     213     306      81
a     738     521      58
a      32     670      86
a      18      27      37
a     146     870      36
a     200     212      45
a     224      42      20
a     646     684      23
a     751     316      52
a     550     756      23
a     405     772      79
a      35     120      85
a     520     497      77
a      44      72      28
a     762     742      14
a     138      15      67
a     722      90      78
a     672      14      18
a     235      51      65
a     608     856      90
a      33      42      37
a     105      14      22
a     912     518      54
a     330     516      10
a      52     197      42
a     535     194      63
a      99     153       8
a      47     134      69
a     202     435       4
a     714     867       9
a     806     411      92
a     654     485      95
a     568     155      13
a     532     343      93
a     895     183      14
a     326     364       7
a     447     222      20
a     762     796      80
a     858     943      68
a     423     811      17
a     189     268      56
a      49     451      45
a     732     322      71
a      15       2      56
a     103       2      18
a     435      48       8
a     470     983      58
a     945     582      31
a      16      85      25
a      94       7      52
a     128     816      50
a     594      51      12
a      21     198      38
a      13     725      37
a     100     798      47
a     121     950       7
a      49     995      74
a      22     660      17
a      27     182      90
a     476     751      24
a     497     752      22
a     725     580      18
a     157     833      85
a     294     178      26
a     340     315      20
a      43     320      11
a     166      12      30
a      51     324      23
a     808     870      83
a      28     104      12
a     372     610      62
a     216     174      26
a     549      63      51
a     670     166      87
a      73     229      58
a     284     372      21
a     901     924      56
a     398     385      66
a     467     812       7
a     124     798      34
a       7      24      65
a     961     153      24
a     113     198      98
a     288      55      23
a     832     169      30
a     857     517      17
a     273     497      92
a      61     101      63
a     154      51      77
a     407     508      52
a     648     656      85
a     969     328       1
a     641     464      86
a     669     692      91
a     111     322      22
a       6     252      10
a       1     200      42
a     319      91      18
a     545     499      62
a     333      64      15
a      11     791      77
a      65     347      39
a     450     743      10
a      28      26      64
a     353     654      84
a     247     330      95
a     594     927      23
a     343     146      95
a     143     181      33
a     219     220      53
a     867     659      95
a     219     624      71
a     567     579      65
a     631      70      37
a     810     468      24
a     437     620      87
a     401     488     100
a      17     483      97
a      47     103      72
a     477     147      23
a     898     182      15
a      74     168      22
a     128      29      32
a     211      54      58
a     636      22      61
a      31      39      67
a     240      87      71
a       4     100      77
a     422     180      73
a      38     639      89
a     563     519      64
a     784     302      27
a     939     358       8
a     848     776      90
a      22      49      27
a     272      24      47
a     210     604      64
a     977     581      68
a     514      51      45
a       8     120      89
a     269     319      84
a     784     963      44
a     157      80      72
a     427     574      56
a     644     897      13
a      55      39      19
a      59      86      48
a     286     448      42
a     693      47      64
a     163     239      44
a     338     441      77
a     216     331       1
a     872     403      69
a     152     159      34
a     104      51      77
a     200     342      76
a     957     313      37
a     459     479      25
a      71      70      27
a     787      94      35
a     588     428      68
a      14      95      87
a      14     111      46
a     748     332      62
a     294      77     100
a     292     710       7
a      52     153      12
a     220      85      64
a     582     841       8
a     789     759      74
a     696     545      85
a     477     971      69
a     646     209      97
a     203     222      22
a     438      63      52
a     224     817      31
a      93     299      36
a     676     837      78
a      58     414      49
a      73     122       9
a     977     956      24
a     131     355      95
a     361     989      37
a     447     540      87
a      30     120      15
a       9      26      73
a     177     641      97
a     283     190       2
a       4     472      22
a      76     114     100
a      15      44      96
a      18     697      41
a      15      23      64
a     182     250      52
a      76     238      15
a     489     564      70
a     803     118      55
a     849     776      86
a     935      23      55
a     148     292      87
a     637     824      94
a     878     325      75
a     123     747      34
a     424     583      52
a     797      20      21
a     637     237      82
a     386     805      98
a      91     236      76
a     390      61      41
a     554     780      97
a      84     189      28
a       1     187      87
a     206     216       3
a     796     434      75
a     185     701      13
a     696     813      54
a      23      39       5
a      59     251       1
a     324      41      63
a     102     321      21
a     270     637      12
a     390     212      17
a     140     227      59
a     179     430      82
a     249      36      36
a     941     419      27
a      40     126      63
a     238     255      61
a     483     155      17
a      65      35       7
a     435     774      74
a     878     967      19
a       1      36      14
a      68     418      53
a     258     317      74
a     349     423      12
a     663     299      84
a      79     129      21
a     139     951      68
a       8       4      86
a      19     315      89
a     275     723      48
a     367     753      15
a     824     523      92
a      31      33      82
a     196     184      85
a     666     381      15
a     938     215      86
a     811     430      46
a     513     227      21
a     984     661      25
a       3      19      84
a     252      16      65
a      95     318      24
a      95     243      93
a     938     400      26
a     134     216      80
a      74     243      88
a     787     456      44
a      33      53      35
a     178     365      78
a     490     644      16
a     299     315      43
a     650      65      28
a      17       5      82
a      26     150      46
a      13       4      14
a      80      93      42
a     294     529       3
a     927     663      62
a      19      20      54
a     263     170      46
a     103     236      73
a     118     988      52
a     959     183       9
a      52      25      43
a      55     724      71
a     849     569       5
a     509     442      49
a     684     785      32
a     220     224      21
a     153     364      20
a      26      38      81
a     750     189      26
a     882     564      78
a     667      32      25
a      23      61       4
a      45       8      37
a     109     885      80
a      72     313      65
a     500     259      88
a     189     837      46
a     533     617      71
a     435     407      29
a      69      41      99
a     137     655      11
a     793     293      33
a     352     341       8
a     192     386      48
a     200     360      78
a     123     474       4
a     177      43      65
a     667      87      10
a     656      15      24
a      77     147      37
a     974     758      50
a     185     143      96
a     555     690      33
a      94     272      82
a     363     102      30
a     982     261      36
a     752     318      64
a     893     532      30
a      37     285      44
a     493     238      39
a     807     532      82
a     591     276      30
a     604     792      28
a      66     485      35
a      13     197      93
a     573      46      11
a     698     334      52
a     839     826       5
a     412     839      82
a     209     321      65
a     770     374       7
a     212     263      16
a     524     575      52
a      52     449      24
a     153     605     100
a     615     548      78
a     397     650      21
a     447      79      78
a     160     189      62
a     499     327      58
a     935     309      42
a     593     718      40
a     877     398      44
a     191     650      57
a      95     245      34
a      83      57      26
a     453      63      91
a     598     338      41
a     551     273      26
a     590     327      84
a     599     280       2
a     551     267      76
a     799     334      48
a      31     351      78
a     411      62      84
a      88     599       2
a     122     690      19
a     955     213      69
a      11     225      18
a       8     686      19
a     578     283      21
a       8      68      72
a      80     305      13
a     357     432      13
a     442     690      97
a     366     867      73
a      24      34      88
a      69      61      13
a      86     968      23
a     854     305      45
a      38     421      41
a     114     823      18
a     790     632      51
a      74     130      79
a     110     421      51
a     251     203      81
a     361     239      50
a     772     929      28
a     818     915      36
a      20      91      27
a     733     250      38
a      20      41      54
a     158     501      44
a     404     990      88
a     445     559       8
a     406     388      94
a      84       3      54
a      95      24      46
a      20      11      95
a     819     578      87
a     856     586      38
a     393     691      31
a       8     745      48
a     271     127      56
a     385     844      55
a     529     372      50
a     309     657      82
a      65     253      23
a     464      89      30
a     395     839      51
a      86     819      82
a     107     921      71
a      61     255      18
a     182     841      84
a     305     411      42
a       9     207      60
a     645     358      88
a     681     606      35
a     119     868      93
a     153     222       8
a     791     666      48
a     181     202      28
a      22       6      49
a     474     116      23
a     206     881      37
a     886     481      65
a     937     609      60
a     132     235      60
a     438     231       4
a     332     902      63
a      34      26      71
a      61     276      30
a     118     979      56
a     438     923      90
a     732     839      59
a     318     131       2
a     402     315      37
a      42      86      50
a     328      75      67
a     342     293      81
a     808     754      20
a     242     342      44
a     105     244      60
a     458     127       4
a     660     142      84
a     708     602      49
a      16       8      51
a      85     128      99
a     647     302      88
a     122     483      35
a     690      17      91
a     969      18      14
a     252     971      52
a     641     408      56
a     362     422      90
a     613     277      48
a     940     611     100
a     597     178      71
a     764     929      67
a     417     137       1
a      97     958      34
a       5     318      21
a     391      93      16
a     334     352      47
a     620     123      55
a     713     995       4
a     191     294      76
a     416      86      47
a     723     672      59
a      83     223      20
a     655     637      16
a      24     521      72
a       2      46      38
a      87     169      89
a     310     798      90
a     503     367      75
a     195     399      79
a     467     628      98
a     660     489      50
a     919     935     100
a     179     866      98
a     281     324      32
a      19      42      82
a     212       6      46
a     738     332      61
a     949     169      80
a      16      94      65
a      80     167      98
a      36     135      25
a     180     441      89
a     583     602      92
a     800     289      45
a     824     677      98
a      41     386      53
a       1     684      30
a     677     732      46
a     679     550      68
a     318     584      56
a     106     288      11
a     249     520      41
a     489     614      64
a      16      39      43
a       3       8      37
a      38     682      86
a      43     706      17
a     791     225      58
a     610     835      30
a     180     268      68
a     164     966     100
a     190     450      35
a     604     436      47
a      99     981      14
a     755     533      25
a     854      29      18
a       9     173      51
a     707     784      21
a     679     403      36
a      45      67      82
a      72     245      98
a      94     767       9
a     680     658      86
a     121     752       7
a      48       4      57
a      61     894      88
a     336     907      85
a     684     217      40
a      20      35      48
a     162     710      69
a      68      36      12
a     155     206       3
a     474     963      28
a     739     394      16
a     590     580       7
a     554      21      71
a       6     116      28
a     265      84      19
a     140      17      56
a     626     820      11
a      12     118      12
a     126      55      90
a     274     482      68
a     604     101      31
a     305     398      69
a      11      51      81
a     147      56      44
a     623     293      37
a     178     732      56
a     267     730      76
a     615     325      38
a      24     387      53
a     207     431      32
a     579     100      93
a     568     242      53
a      30     141      89
a      51     377      20
a     983      56      33
a       9      77      11
a     105     683      14
a     553      94      95
a     803     195      18
a      25      77      97
a     118     257      71
a     258       8      36
a     319     109      78
a     899      96      73
a     137     589       8
a      93      15      58
a      15      24      20
a     358      24       7
a     642      65      22
a      59     379      79
a     100     609      76
a       5     149      71
a     312      37      61
a     710     438      88
a     476     828      67
a      94     216      55
a    1000     704       2
a     489     258      47
a      48      20      75
a      80     329      18
a       3     216      84
a     180     220      20
a     201      91      28
a     584     334      50
a     531      63      20
a     604     716      64
a       1     189      27
a     309      70      46
a     336     829      74
a     349     470      97
a      11      29      46
a      35     455      46
a     533     174      35
a     509      98      48
a       7     110      82
a      16     201      37
a     237     779       9
a     963     712      42
a      86     172      62
a      67     660      55
a     668     428      37
a     783     890      99
a     874     805      58
a     358     160      84
a     706     471      75
a      12      18      38
a     303     173      69
a     521     127      24
a     424     291      35
a     249     634      77
a      13      56      82
a     117      21      23
a     281     929      22
a     680     652      88
a     733     491      85
a     744     511      40
a      15     562      76
a     204     655      92
a      51      88      53
a     473     226      32
a     835     262      56
a     476     277      74
a      17      22      33
a     176     451      56
a      86     541       6
a     124      15      27
a      49     616       6
a     628     718      60
a     355      62      59
a     297     480      92
a     596      84      32
a     511      47      87
a      26     189       3
a      90      31      47
a      93     362      96
a     675     424      43
a     491      58      52
a     368     218      43
a     131     246      26
a     369      50      90
a     414     156      47
a     263     712      22
a      31      37      66
a     128     468      10
a     107     222      97
a     243      41      86
a     752     462      91
a     800      57      89
a     486     576      65
a     199     295      21
a     513     138       8
a     405     748      99
a      56     379      41
a     431       4      95
a     645     588      81
a     476     177      44
a      30     202      65
a     198      32      96
a     520     317      78
a     913     476      22
a     721     571      29
a     161     227      40
a     269     454      44
a      43     909      86
a      11     188       1
a     987     623      15
a     678     330      26
a     675     119      56
a      41      15       6
a      44     267      15
a     212     971       1
a     308     638      25
a      66      21      33
a      63     635      20
a     290     601      97
a     926     491      86
a      35      71       2
a      49     138      47
a     151     642      40
a     286     642      70
a     428     801      59
a      75     253      30
a     200     239      52
a      40      70      69
a     124     171      86
a     955     770      66
a     986     343       5
a     737     931      88
a      88     176      19
a     192     426      82
a     134     974      73
a      92     314      82
a     425     165      41
a     741     309      82
a     449     250      42
a     181     266      86
a      18      34      64
a     298     344      61
a     300     880     100
a     371     542      34
a      54     137      31
a      51     896      90
a      11      25      62
a      79     109      23
a     692     200      21
a     650     579      83
a     421     150      67
a     146     604      55
a     301     831      38
a     328     281      81
a     372     496      74
a     363      49      28
a     571     587      83
a     787     300      21
a      93      89      36
a      23     189      33
a     119     369      35
a     657     426      64
a     149     584      38
a      36      43      95
a     318     312      37
a      24       1      96
a     285     273      40
a     798     538      14
a      43     636      38
a     442     350      45
a     147      77      51
a     236     324      99
a     688     916      43
a     807      12      63
a     615     442      58
a      23       4      95
a      42       4      80
a     953     264      15
a       8       3      16
a      57       5      37
a     205     114      94
a     899     411      95
a     639     321      35
a      89      99      11
a      43     579       7
a     107     179      16
a     281      60      82
a     168     576      48
a     600     124       5
a     182     827      75
a      11     220       9
a     670      31      24
a     847      39      56
a     396     623       1
a     548     749      67
a      23     720      16
a      24     751      18
a     467      12      26
a      17      11      88
a      76     184      11
a     222     259      98
a     269     279      57
a     311      18      41
a      97      60      21
a     467     646      63
a     312     350       4
a     652     867      88
a     959     948      12
a     488     355      43
a     590     149      74
a     115     128       2
a      51     274      51
a     432     612      19
a     602      27      35
a     835     944      10
a     225     216      20
a     424     572      64
a     737     857      74
a       2      37      98
a      17     150      61
a     417      70      53
a     971      78      12
a     383     259      18
a      96     293      88
a     174      12      97
a     276     163      35
a      81     290      75
a      93     500      57
a      49     687      55
a     781     261      71
a     252     396      69
a       2     237       4
a     720     681      22
a       8      35      17
a     546     424      94
a      40      63      15
a     438      47       5
a      25     892      12
a     972     559      22
a     227     324      69
a      41     653      40
a      25     523      65
a      12      81      28
a     548     204      85
a     958      75     100
a      11       6       7
a     191     293      37
a     631     523      44
a     608     185      27
a     949     295      29
a     127     250      24
a     400     405      93
a      69     125      14
a      49       5      30
a     510     965      44
a       4     813      93
a     219     930      32
a     966     834      90
a     952     917      98
a     451     724      69
a      59     127      99
a     332      24      15
a     125     414      12
a      13      16       8
a     301     216      42
a     347     822       9
a     996     273     100
a      68     121      67
a      11     372      37
a     266     403      54
a     800     283     100
a     181      17      32
a      74     375      34
a     381     984      24
a     152     189       1
a     311     446      62
a     143     138      75
a     705     138      63
a     913     968       6
a     949     377      95
a      88     112      98
a     609     110      20
a     860     227      15
a     823     548      40
a     132     330       8
a      69     326      24
a     974     126      80
a      99     475      11
a     618      45      11
a     182     203      97
a     710      91      18
a     169     473      89
a     834     679      31
a     331     387      52
a     565     980      22
a     689     210       9
a     153     197      76
a      54      21      98
a     258     217      95
a     235     943      96
a     469     170      83
a     458     359       9
a      57      31      43
a     468     659      64
a     273     262       6
a      36       6      25
a     290     579      78
a     115     311      80
a     301     904      96
a     314     136      40
a     119     247      77
a      56     129      63
a      25     881      50
a     248     820      73
a     474      49      74
a      12     610      58
a     833      73     100
a      77     278      37
a     488     363      99
a     153     958      22
a     316      70      78
a     520     625      96
a     127     538      63
a      19      28      85
a     121      11      35
a     781     557      12
a     151     622      31
a     981     925      35
a     132     196      28
a     771     111      15
a     681     322      21
a     952     102      16
a       8      48      96
a     392     497      96
a     969     650      55
a     858     432      14
a     349     984      60
a     278     395      99
a     441     567      83
a     847     943      35
a     248     642      30
a      37     143      45
a     939     364      28
a      27      43      85
a       2      49       9
a     812     186      30
a     400      37      92
a     138     175      88
a     404     143      37
a     338     808      62
a     346     278      11
a     185     101      67
a     770     207      80
a     588     667      60
a       1      34      49
a      26     134      23
a     392      44      85
a     702      57      61
a      74     868      99
a     934     252      58
a     188     125      17
a     690     374      69
a     305     430      63
a     547     784      53
a     108     601      44
a     983     890      18
a     791      27      27
a      45       2      52
a      94     111       4
a     556     576      71
a     230     171      99
a     103     129      76
a     193     695      96
a     574     937      36
a      82      85      97
a      11      18      42
a      34      47      91
a     497     222      74
a     666     196      72
a       6      25      16
a     115     175       1
a      18     106      25
a     151     162      49
a     306     896      17
a     568     526      17
a     519      99      97
a     136     646      80
a     789     747      82
a      43      18      45
a      72      83      16
a     440     317       2
a     577     419      16
a     972      31      27
a     351     415      78
a     107     141      52
a     884     178      93
a     906     430      57
a     890     360      70
a     383     562      52
a     228      81      99
a      36     150      65
a     611     192      53
a     699     464      70
a     745     286       8
a     102     258      40
a       3      38      32
a     183     422      70
a     383     695      26
a     701     376      13
a     911     957      21
a     942     406      86
a     887     525      61
a      79      81      47
a     156     218      19
a     107      82      51
a     167     297      69
a     936     625       2
a      73     149      95
a      26      55      89
a     635     253       4
a     241     227     100
a     265     284      82
a     244     617      95
a      85     163      61
a      26      12      31
a     657     700      26
a     343     620       4
a     216     151      29
a     487     614      59
a     877     246       6
a      47      83       3
a     121     132      22
a     451     357      40
a     243     332      51
a     593     220      55
a      20      42      35
a      98      94      71
a       6     269      88
a      92     984      98
a     612     267      71
a     804     349      53
a     836      98      74
a      22     472      73
a       6      82      18
a     176     149      99
a     364     149     100
a     939     277      72
a      31      34      41
a      79     101      99
a     542     851      59
a      47      59      19
a      80     672      95
a     282     534      60
a     622     905      90
a     620     428       4
a      96      97      21
a     269     522      67
a     990     151      77
a     112     827      63
a     728     429      84
a     311      39      10
a       5     207      16
a     558     331      24
a     561      95      54
a      61     391      81
a     559     532       4
a      58     102      86
a     197     626      40
a     488     279      16
a      38     261      30
a     357       1      69
a     786     353      88
a     423       2      59
a     441     830      30
a      31      32      63
a      54     277      10
a     310     694      74
a     667     175      61
a       4      69      53
a     398     304      52
a     553     326      85
a     937     968      29
a     184     533      21
a     617     636      89
a       5      50      31
a      19     486      25
a     859     861      43
a      68      78      78
a     455     363      23
a     682     939      24
a     220     650      96
a      70     222      75
a      16      97      69
a     140      60      53
a     838     166      90
a     134     131      73
a      33      86      26
a     480     809     100
a     986     213      14
a      11       3      39
a      17      43      67
a     545     217      64
a     682     421      63
a     206     464      27
a     497      62      34
a     392      99      92
a     609      51      90
a      87     158      40
a     211     224      16
a     291      26      62
a      31      84      59
a       8      39      91
a     263     179      88
a     276     192      87
a     678     254      32
a      25       6      87
a     258      40      31
a     885     977      81
a     199      51      29
a     238     312      60
a     171     145      38
a     849     245      64
a     196     636       4
a      26      27      32
a      71      99      34
a     334     622      44
a     446     572      90
a     538     278      42
a     682     519      65
a      45      44      36
a     426     463      68
a      57      81       4
a      48      77      95
a     195     918      99
a     751     370      38
a     602     887      90
a     150     297      48
a     526     735      55
a      12      22      72
a      68     395      72
a     559     233      99
a     122     464      71
a      25     207      13
a     449      53      28
a     273     630      84
a     963     657      21
a      32      13      59
a      47     129      70
a     197     615       3
a     492     565      58
a      82      70      57
a     639     801      89
a      35      15      83
a      61     118      34
a     590     929       1
a      24       9      20
a      57     138       2
a     722     862      28
a      12      41      38
a      38      11       5
a     208     376      41
a     387     417      77
a     978     530      74
a      85     591      74
a      35      65       1
a     448     221      86
a      67     567      46
a     908      49      46
a     122      44      77
a      39     161      11
a     162     390      72
a      41     225      24
a     571     876      32
a     293     848      44
a      13       3      92
a     102     632      16
a     373     746      26
a      44      76      85
a      52     948      80
a      15     670      75
a     730     886      62
a     276     243      34
a      12     331      66
a     754     901      87
a     448     310      67
a      18      26      53
a     264     322      45
a     591     537      62
a     716     767      71
a     478       5      96
a      68       9      25
a     163     181      13
a     334     491      39
a     182     467      33
a       6      30       9
a     461     377      82
a      34      48      78
a     564     519       1
a     731      76      25
a     957     651      50
a     896     418      34
a     177     322      62
a     594      30      54
a     338     198      45
a      93     732      14
a     136     135      14
a     844     487       9
a     426     353      91
a     115      89      44
a      30      73       4
a     200     345      82
a     269     385      25
a     110     418      51
a     117     136     100
a     107      41      35
a     109     176      26
a     288     297      86
a     557     503      43
a     349     182      72
a     271     840      23
a      82      72     100
a     725     829      70
a      54      68      79
a     846     490      57
a     105     199      87
a     456     138      40
a     575     838      20
a     759     516      24
a     949     816      57
a      41      83      12
a     126      12      61
a     273      38      41
a      96     375      79
a      39      22      54
a      28     266      92
a     263     342      98
a     457      32      67
a      54     443      64
a     613     336      44
a     294     699      70
a     676     896      56
a      23     111      85
a     166     573      63
a     217     292       4
a     446     950      96
a      77     230      97
a     152     231      22
a      95     438      59
a      79     839      64
a     373     479      38
a     517    1000      11
a      34     428      53
a     224     346      53
a      31      85      68
a      27     435      96
a      38     966      51
a     874     236      82
a      21      18      85
a      83     103      96
a      72     930      30
a     650     853      54
a      64      35      58
a     496     444      51
a     372      74      79
a     847     215      67
a     933     595      91
a       5     310      16
a      10     119      28
a     553     516      70
a       4     199      77
a     518     910      79
a     476     488      23
a     124     330       8
a      83       5      94
a     533     186      89
a      81     751      57
a      63      42      85
a      37     187      31
a     140     418       6
a     319     897      77
a     280     115      40
a       2      76       2
a     584     797      90
a     786     680      75
a     800     396      64
a      36      16      14
a     604     637      55
a     220     346      31
a     332     237      20
a     850      21      77
a     333     471      28
a     281     192      20
a     645     549      82
a     109     501      89
a     306     946      23
a     155     713      80
a      54      25      33
a      86      33      91
a     836     785      42
a     990     470      92
a     641     717      22
a      24     397      85
a     670     423      34
a     476     172       9
a     309     430      79
a     223      84       4
a     602     306      85
a     513     974      90
a     746      10       6
a      20      52      89
a     507     219      60
a     800     401      99
a     505      27      58
a     951     305      29
a     637     908      70
a      82      73      57
a     328     462      75
a      12     510      95
a      13     703      16
a     808     266      89
a     923     200       4
a      95     615      70
a     781     191      55
a     535     255      49
a       6     143      61
a      19     113      91
a     151     325      93
a     134     488      62
a     998     504      15
a      13      12      93
a      51     376      22
a     338     647      60
a     607     371      88
a     635     592     100
a     928     740      88
a      38      72      64
a      17       3      55
a     739     570       6
a     553     510      31
a     488     500      40
a      45     337      52
a     139     589      93
a      15      72      22
a     530     648       9
a     742     452      12
a     626     718      77
a     182     581      89
a     153     535      58
a     640     375      50
a     427      46      53
a     299      11      69
a     884     262      13
a     641     779      35
a      35      41      13
a     120      89      60
a     226      23      70
a     294     754      12
a     767     502      91
a      52      56      30
a     192     321      75
a     255     367      34
a       2       9      28
a      47     174      18
a     347     201      53
a     952     839      85
a     342     926      25
a      48      64      35
a     254     228      70
a     351     424      65
a     571     769      39
a       5     143      15
a     174     594      30
a      39      33      91
a      84     420      92
a     426     475      12
a     532     663      67
a      37     147      43
a     238     156      94
a     508     863      20
a      14     152      93
a     354     454      38
a     495     518      76
a     699     711      70
a     322     664      28
a     613     841      35
a     135     482      39
a     662      57      92
a     690     103       4
a     436     276      27
a      42      33      30
a     124     281      30
a      51      62      38
a     237     377       6
a     111     232       3
a     345     546      53
a      42      24      37
a     350     673      39
a      28      51      48
a      29      17      29
a     252      68      79
a     971     540      35
a      31      45      15
a     273     564      96
a     660     749      91
a     452     564      38
a     294     944      63
a     196     110      25
a     358     552      43
a     536     463      45
a     222     841      31
a     345     748       7
a     814     561      91
a      20     120      61
a      10      59      34
a     190     268      53
a     373       8      20
a     542     586      69
a     885     798      63
a      35     303      92
a     563     428       2
a     627     261      90
a     218      96      44
a      22      41      33
a     121     253      68
a     177     372      70
a     830     564      87
a     300     798      77
a      22      93      53
a     470      26      48
a     399     987       6
a      31      58       5
a     119     204      46
a     457      74      41
a      15       9      35
a     387     412      23
a     193      36       1
a     524      50      15
a     712     880      38
a      75     131      51
a     714     708      96
a     872     965      23
a      57     108      41
a     133     331      41
a       2     915      89
a     218     339      90
a      81     604      93
a     277     724      73
a       2     819       8
a       4     454      51
a     345     578      17
a      43      20      96
a      56     110       4
a     177     257      53
a     418     692      15
a     686     467       9
a     164     188      58
a     239     761      38
a      27       6      50
a     590     987      98
a      49     232      33
a     249     513     100
a     792     928      52
a      28      29      68
a      92     400      93
a      11     450      20
a     253     505      38
a     592      65      76
a     488     568      69
a     609      29      82
a     234     826      77
a    1000     803      29
a       4      72      54
a      29     603      22
a      35     520      23
a     493     324      75
a     621     514      51
a     618     238       3
a     618     998      67
a     979      34      70
a     173     222      99
a     403     350      82
a       6      50      99
a      39     184      83
a      83     163      16
a     373      56      18
a     212     553      91
a      14      25      67
a      19     147      60
a     222     226      80
a      37     157      83
a     430      11      31
a     647     816      32
a     580     562      61
a     675     232      47
a     547      78      84
a     713     882      43
a     398     462      77
a     336     430      24
a     998     154      51
a     296     539      35
a      13      45       2
a     955     111      24
a     129     114      13
a     458     824       6
a     891     667      88
a      87     101       2
a     211     824      18
a     387     813       3
a     406     102      63
a     473     786      80
a     663     539      45
a      87     130      84
a      29     175      98
a     132     144      52
a     571     254      36
a     840     713      32
a      27     109      44
a     671      42      40
a     362       1      75
a      47      49      84
a     105     160      83
a     414     956      40
a     501     816      84
a     242     761      78
a       1      58      70
a      69     423      53
a     590     530      81
a     963      13      20
a     496     317      14
a     211     540      25
a      45     366      27
a     101      58      60
a     370      58      26
a     702     732      91
a      95     267      58
a     103     188      28
a      92     122      50
a      24       7      60
a      79     454      62
a     243     647      24
a     401     318      44
a     840     691      64
a     594     489      83
a       6     282      93
a      58     801      92
a     456      58      36
a      57     114      71
a      90     208       9
a     454     294      88
a      61     209       7
a      43     164      47
a     383      57      31
a     132     361      23
a     147     393      72
a     939      44      37
a      37     109      85
a     207      32      24
a     293     395       4
a     105     278       5
a     706     972      58
a     944     683      83
a     937     976      95
a     922     215      89
a     844     648       6
a      37     488      27
a     765      55       3
a     860     803      68
a      32     401      96
a     430     474      40
a     242     896      43
a     732     944       3
a     326     385      96
a     222     708      21
a     519     914      65
a      20     119       1
a     680     749       9
a     643     113      90
a     891     119      90
a     713     439       3
a     263     365      32
a     109     132      59
a     757      19      42
a     892     335      10
a       1     364      43
a      18      54      50
a     210     850      73
a      63      70      49
a      86     428      44
a     988     804      48
a     137     302      52
a     953     336      84
a     391     416      71
a     116     208       9
a     451     696       7
a     683     579      24
a     562     538       7
a     292     594      48
a     666     605      48
a     986     586      61
a      33      95      20
a     273     332      79
a      29      11      41
a     194     180      73
a     491     857       9
a      59     995      99
a     470     523      38
a     491     274      42
a       8     322      48
a     525     666      26
a     333     227      89
a     599     982      90
a     223     988      93
a       5     332       2
a     608     209      94
a     698     378      90
a     768     138      89
a     251     465      17
a     699     742      44
a      35     232       9
a     728     801       3
a     257     656      52
a     375     286      23
a      14     181      31
a     218     424      71
a     954     977       1
a      71     259      63
a     789     618       6
a     610     456      83
a      21      27      87
a      47      38      35
a     162     219       4
a     671     407      66
a     830     729      36
a     311     345      60
a      16      46      81
a     355     322      75
a     758     393      32
a     675     140      18
a     141     258      82
a      51      11      77
a     247     473       9
a     741     672       3
a     400     238      98
a     100     120      59
a     194     217      20
a       9     307      86
a     613      54      56
a     772     161      49
a     623     719      90
a     838     868      94
a      84      28       2
a     565     145      97
a      40      12      13
