c Random Network
p max   500   10000
n         1  s
n       500  t
a     247      37       6
a     326     262      53
a     416     152      65
a     402     377      52
a      80      91      77
a     281      93      41
a     315     129      56
a     353      34      77
a      14      63      51
a      16     118      23
a      44       5      60
a     316     207      27
a      95     134      35
a     214      62      29
a     414     377      81
a     372     104      29
a     100     205      63
a      44       7      94
a      81      10      60
a     154     158      72
a     112     489      41
a      78     121      87
a     163     281     100
a     326      33      97
a      67      54      56
a      17      55      52
a      50      66      11
a     286     426      71
a     344     434       1
a     301     249      81
a     260     142      93
a     366     439       6
a      76      94      69
a     117      65      10
a      29      18      96
a     227     362      77
a      89      15      85
a     119     167      30
a     233     347      91
a      43      62       7
a     381     335      41
a     252     142      20
a      12      31      24
a     102     393     100
a     351      62       1
a     251     477      92
a     236     378      58
a     211     137      23
a      74      30      23
a      20     249      41
a     447     394      81
a      15      62      11
a      64      49      60
a     225     146      10
a     262     499      51
a     470     238      95
a     283     423      69
a      70       3      99
a     137     300      93
a     441     336       3
a     340      59      62
a       3      20      47
a     194     220      23
a     383     315       7
a     272     399      93
a     149      81      53
a      27     272      45
a     330     107      65
a     265     262      22
a       7      63      17
a     346      31      88
a      72     398      20
a      66      79      30
a      99      26      66
a     168     163      43
a     484     186      72
a     147      37       9
a      61      70      64
a      26      23      61
a     135      92      66
a     282     498      33
a     393      15      26
a      93      11      55
a     120      77      84
a     336     106      46
a     211     331      80
a     441      39      82
a     456      67      39
a     318     344      31
a      21      84      58
a     122     491      81
a      24     151      88
a     194      43      60
a     439       6      91
a     450     297      59
a       9     155      61
a     219       5      38
a     431      67      33
a     168      93      85
a     278     357      65
a      35     461      11
a      11     325      76
a     224      56      99
a      54     380      77
a     276     137      36
a      80      29      57
a      50     210      16
a      67      53      16
a     470     465      17
a     292     104       9
a      25     140      19
a     448     304      45
a     335     126      44
a     252      23      65
a      82     454      40
a     284      54      13
a      97      48      77
a     302      22      27
a       3     112      99
a     343     439      92
a     273     393      66
a      16      79      59
a     232     367      99
a     104     304      16
a      13     496      60
a      64     334      67
a     207     211      36
a       5     226     100
a     108     260      53
a      55     417      70
a     164     211      79
a     282     331      12
a      90     361      74
a     358     114      82
a     326       1      85
a       9     234      14
a      12     215      86
a     336     345      32
a     281     144      71
a      51     103       2
a     158      41      15
a     289     355      78
a     254     182      77
a     474     468      54
a      24     119      13
a     209     285      36
a     334     362      80
a     343     271      38
a     115     413      87
a     138      43      38
a      51      74      94
a      95      77      88
a      82      95       3
a      50     270      53
a     141     493      89
a      59      89      75
a     108      79      73
a      10      62      55
a      41      66      53
a      75     102      70
a     345     152      50
a      37     375      50
a      50     288       3
a      76     374      16
a       2      42      61
a     131     180      89
a     452     419      38
a       7      28      50
a     171      11      91
a     296     418      22
a     149     318       3
a      65      96      75
a      28     418      58
a     379     234       3
a     210     463      88
a     175       7      30
a     104      51      64
a     402     393      51
a     487     269      65
a      19      18      17
a     192     153      69
a     146      22      76
a     184     344      22
a     332     124      80
a      71     125      91
a     288      33      39
a     183      81      62
a      32      60      93
a     127      72      74
a     466     224      31
a     309     148      80
a     348     436      94
a     370     385      52
a     182      73      83
a     200      84      80
a     430      56      23
a      30     138      18
a      49     489      26
a      12      17      58
a      26     104      18
a     498      56      18
a     381     488      10
a     383     122      26
a     180      41       9
a     261      49      84
a     141      71      27
a      63     292      26
a       5     274      97
a      20     377      41
a     284     273      17
a     180     157      21
a      39      40      20
a      85     131      80
a     170      17      62
a     215     429       8
a     116      78      50
a     204     326      73
a      14      27      86
a      32     187       3
a     212     286      10
a     287     469      90
a     199      82       5
a      26      78      50
a     247      41      21
a     313     135      59
a      83     479      93
a      12     201      93
a     372     429       8
a     100      40      25
a     137     210      77
a     135     199      87
a     159     291      59
a     188      20      80
a     267     313      25
a      41      53      41
a     107     127      37
a     191     230      94
a      64     254      29
a      18      17      70
a      24     277      61
a     248     194      21
a     179     365       6
a     419     159      37
a      30     399      17
a      62      15      70
a      15      52      94
a     380      90      75
a     325      28      15
a     393     176      57
a     375     273      96
a     153     255      47
a     432     213      90
a     411     242      57
a     103     451      86
a      13     128      78
a     376     334      50
a      57      16      87
a     232     362      98
a      60      29      51
a     285      21      42
a      36      16      95
a     203     298      45
a     327      81      38
a     456     246      11
a     193     487      83
a     250       8      67
a     288     354      73
a       4      40      31
a      42      88      77
a     101     197      19
a     194     107      95
a     182     212      34
a     420     117      96
a      32     191      86
a      28     125      38
a     347      76      32
a     240     107      97
a      32     119      57
a     333     102      99
a     120      47      58
a     333     435     100
a     500      33      22
a      16      19      79
a      49      31      91
a     242      68      82
a     234     447      47
a      37     172      87
a     448     449       2
a     158     473      91
a      47     458      11
a      53      25      47
a      55      13      67
a     375      61       2
a     350     106      74
a     119     350      37
a      31     125      99
a     325       4      56
a     325     155      79
a     361      64      25
a     447     442      31
a      18     106      37
a     212     230      37
a     386     406      75
a     115      93      49
a      20     126      78
a     116     277      96
a     422     425      19
a     205     119      85
a      43      78       3
a     269     267      47
a     109       3      85
a     479     122      16
a      75     485      69
a     281      26      83
a      23     193      29
a      40      42      47
a     175     123      99
a      91     116       2
a      10      17      93
a     307     319      77
a      30     159      18
a      74     407     100
a     158     141      89
a      19      20      16
a     417     390      74
a     162     203      61
a     255      27      64
a     461      66      51
a     445     117      36
a     139     145      46
a     237      76      81
a     490      83      12
a     127       7      91
a     300      18      63
a       6      46      67
a      94      88       1
a     162     237      81
a     308     347      51
a     130     257      28
a     417     208      93
a       2     153      78
a      35     186      12
a     221     420      71
a     114     140      75
a     284     292      61
a     127     447      90
a      41      99      34
a     128      73      11
a     129      21      79
a     175     427       8
a     132     160       4
a       1      76      30
a       4     351      52
a     164     327      24
a     416     297      23
a      63     251      72
a     449     102      83
a     174     400      91
a     488     465      93
a     116      51      81
a      19      50      76
a     120     305      84
a     128     382       7
a     373     362      76
a     331     372      24
a     231      50      19
a      69      26      86
a     319      45      52
a     108     241      46
a     165     384      42
a      72     197       9
a      19     166      36
a     168     373      47
a      57     277       4
a     371     292      33
a     399     226      98
a       7     197      84
a     259     140      43
a     161     216       1
a     184     111       4
a     186     274      56
a      94      29      25
a     484     209      67
a     430      88      28
a     126     424      76
a      22       4      35
a      34     380       6
a      68      24      89
a     307     458      30
a     247     475      16
a      19     137      48
a      91     322      54
a      13      22      55
a      24      37      16
a      61      30      79
a      73     306      73
a     305      66      40
a     326     399      31
a     128     152      40
a      10     110      24
a      31     354      70
a      99      83      56
a      77      47      69
a     150     234      69
a     359     431      97
a     163     353      84
a       4      86      73
a      36       7       9
a     163     489      52
a     410     442      60
a       4     193      90
a     155     454      75
a       1      88      86
a       1     307      70
a     341      93      93
a     102     387      33
a      21       4      74
a      17      50      73
a      90      69      22
a     233     328       6
a     254     277      10
a      38       6      32
a     420      23      62
a      31     202      38
a     204      98      15
a     187     224      44
a     430     304      50
a     267      82      56
a       6     107      24
a     164     160       9
a     208     445      20
a      62      24      55
a     201      79      84
a     327     200      19
a     117     470      67
a      37      63      41
a      74     123      10
a      85      27      70
a     229     105      50
a     238     118      90
a     314      25      38
a     129     354      71
a     462     263      91
a     310     499      94
a      19      68      13
a     377     146      20
a      69     200      22
a      12      82      88
a      21     186      84
a     197     334       1
a     370     306      52
a      80     121      67
a     181     114      98
a     361     382       7
a     254     396      33
a      85     342      94
a      97      88      14
a      44     385      40
a      64     429      99
a     426     473       8
a      87     154      14
a     482     259      69
a     147      86      29
a      86     197      77
a     276      63      69
a     314      46      54
a      87      48      25
a     205     221      27
a     121      15      62
a      63       5      21
a     162      37      51
a     420      15      23
a     331     307      92
a      10      87      76
a      10     104      47
a      71     338      51
a     440     102      59
a     277     423      47
a      21       9      44
a     347      12      35
a      51     190      23
a      31     183      72
a     495     240      51
a     272     229      66
a      13      28      25
a     212     298      85
a     483     224      35
a      18     165      56
a     238     210      69
a      51     117      52
a     451     169      75
a       2     369      23
a     472     401      35
a      21     227      92
a      44     155      94
a     313     311      30
a     477     460      39
a       4     204      33
a      42     249      48
a      24      36      56
a      20     256      16
a       6     383      80
a     161     383      12
a     313     408      29
a     110     331      19
a     180     164      92
a     133     462      42
a      73      91      20
a     163     113      96
a      42     186      15
a     208     223      38
a      55     105       9
a      85     219      22
a     464     228      68
a      86      18      35
a     190     101      73
a       9      14      59
a     435     159      46
a     231     110       7
a      49      64     100
a     110     109      15
a     338     429       6
a     220     138      57
a      48     104      25
a       3      80       9
a      70     346      94
a     460     111      38
a      39      52      13
a     303     383      35
a     341     309      60
a      16      38      60
a     182     124      64
a     378     172      21
a     259     149      98
a     233     115      51
a     150     249      18
a     261     108      69
a     116     390      30
a     483      48      68
a      87      69      46
a     171      75      32
a     445     286      75
a     137     397      99
a     207       2      50
a     419     270      59
a       2     404      77
a       4     452      66
a     177     274      33
a       1      18      83
a      91     108      83
a     303      48      59
a     493     223      20
a     283     303      79
a     466     358      87
a     269     156      88
a     306     267      85
a      22     165      26
a      28      26       9
a      39     116      13
a      17      38      90
a     102      23      26
a     130     376      86
a     298     376      20
a     361     247       1
a     379      48      82
a     459      54      22
a      96     232      12
a     454     108      82
a      56     206      28
a     349     234      30
a     355     460      74
a      56      10      79
a      17       6       2
a     214     101      85
a     264     106      12
a      41     378      41
a      13      77      55
a     118      25      19
a      22     117      73
a     156     402       1
a     274     427      23
a     432     121      44
a     439      91      20
a     183     137      37
a     125      24      13
a     231      35      98
a     266     115      12
a     178     480       4
a      26      37      38
a     374     145      70
a     439     346      12
a     352      44      49
a      44      93      24
a     155     367      42
a      77      92      17
a     168     132      64
a      50     119      26
a     139      19      72
a     259     267      74
a     349     495      78
a      47     398      79
a      28     158      34
a      14      92       5
a     323     229      38
a      87      63      31
a     228      67      88
a     237      88      71
a     265     484      71
a     158     228      56
a     290      73      97
a     475     363      58
a     443     117      29
a     269     381      83
a      11     224      79
a     332     347       2
a      36     388       3
a     343     351      16
a     174      59      26
a     375     362      56
a     376     486      20
a      46      65      57
a       6     108      27
a     161     369      91
a     291     387      20
a     448     312      43
a      27      88      23
a      54      94      38
a     260     367      64
a      59      78       4
a     132      27      50
a     135     476      50
a     240      45      33
a     492     166      66
a      63      14      10
a      63     313      50
a     147     311      32
a     132     142      58
a     159       3      28
a     177     291      58
a      13     296      95
a      41      56      74
a      89     141      15
a     170      61     100
a      70     476      21
a     167      20      41
a      19      69      59
a      32     338      88
a      28     227      91
a     284     263      82
a      28     277      30
a     430     157      17
a     469      52      97
a     101      53      12
a      12      26       4
a     111      47      27
a      76      32      43
a      65     322       5
a      83      74      82
a     241     255      63
a     448     418      44
a      83     101      17
a     169     140      32
a      44      71      72
a     270     400      94
a     355     373      89
a     199      72      22
a     279      28      16
a     368      86      96
a     337       9      17
a     181       9      35
a      27      56      67
a      73      30      29
a     212     148      76
a     355     238      46
a       3      17     100
a     132     327      76
a     170     397      81
a      82     365       7
a     428     367      60
a     350     491      93
a     440     248      17
a     101     291       5
a     320      20      51
a      40     135      14
a     239     159      89
a     147     249       8
a     292     425      99
a     151      69      52
a     112     135      95
a      10      33      85
a     193      81      84
a     257     165      40
a     410     308      99
a      43      77      57
a      80     223      37
a     116     118      77
a      38     293      86
a     499     266      68
a     482     304      22
a     492      36       8
a      33      36      19
a     133     129      60
a     310     308      63
a     238     229      90
a     437     401      39
a      54      23      49
a     204     434      69
a      79      80      93
a      31      17      42
a     193     427      27
a     307     124       3
a     398     251      60
a      29      30      63
a     229      90      48
a     477     240      66
a      25      56      46
a     159     190      91
a     446     456      82
a      80      37      33
a      82     481      67
a     235     190       5
a     300     480      91
a      34      75      26
a     412     148      82
a      97       1      70
a     172       1      80
a     442     254      55
a     129     352      72
a      17      63      21
a      22       7      68
a     200     153      56
a     283     276      42
a     268     131      69
a     153      70      20
a     185      90      70
a      44     292      64
a     312      59       1
a       8     216      53
a     468     289      43
a     403     276      80
a       1     491     100
a       5      71      24
a     241     231      61
a     347      74      46
a      29      36      71
a     172     276      49
a     435     462      43
a      78     139      75
a     331       3      74
a      71     180      31
a      61     148      45
a      84     374      12
a     147     117      76
a     209     227      33
a     458      23      18
a      24      31      38
a      57     118      92
a      65      83      71
a      25       6      79
a     365      40      16
a       8      68      65
a      10     263       1
a     113     263      18
a     230     344      16
a      15      12      38
a      73      55      83
a     430     119      39
a     437      65      35
a     396     159      24
a     194     274      95
a     388     110      61
a     273     254      81
a      86     205      31
a     170     280      27
a     263     356      20
a      71      80      51
a     166      41      90
a     144     122      61
a     343      92      63
a     278     254      88
a      13     165       5
a     303       5      90
a      10     240      84
a     436     286      71
a      15      21      93
a      49      73      54
a     462     201      56
a     326     243      56
a      96     450      76
a      34      53      23
a     115     184      88
a     147     455      35
a     332     160      90
a     271     333      28
a     298     340      23
a      24      74      89
a     120      52      83
a     135     372      81
a     343     317      89
a      48     102      34
a     142     398      28
a     107     156      99
a     176     190       3
a     429     114      11
a     492     205      85
a     158     250      47
a     330     462      60
a     348     413      90
a     193     158      82
a     424     309      48
a     306     216      81
a       6     198      85
a     481      12      78
a     355     401      72
a       2      65      75
a     451       9      57
a     263      72      52
a      72     427       5
a     118      73      20
a      58      65      86
a      51     205      68
a      11     486       4
a      91     352      93
a      30      43      93
a     385      44      94
a     265     341      87
a     101     450       9
a      50     314      48
a     280     108      85
a      24     331      52
a      52      31      91
a     104      32      46
a      56      69      14
a     101     119      40
a     261     309      49
a     439      22      92
a     312     302      41
a     247     304      75
a     348      11      69
a     484      47      41
a     103     181      17
a     398     288      51
a     385     358      30
a     276      55      77
a     468      72       8
a     374     460      50
a      10      80      56
a     371      74      54
a     179     259      13
a     336     209      79
a      92     430      56
a     155     266      32
a     303     260      90
a     488     451      66
a      64      28      14
a     107     301      40
a      64     406      86
a      21      26      52
a      90      70      45
a     152     221       8
a     272      32      28
a     378     307      11
a      73     498      83
a     409     465      83
a      70      82      21
a      54     384      28
a      90     118      14
a      47     200      66
a     129     262       7
a      61      77      99
a     285     286      13
a     103     243      29
a      60      21       6
a     106      21      30
a     347      69      90
a      22      41      16
a      46       6       5
a     141      57      61
a     450     420      24
a      21      31      41
a     167      82      41
a     265      25      56
a     377     321      12
a     177     425      35
a      35      38      29
a      57      71      28
a     164      30      41
a     396     131      66
a     181     411      12
a      79     126      63
a     101     142      75
a     265      20      98
a      24      17      30
a     111     403      60
a     479       8      32
a     316     356      42
a     302     181      81
a      66      88       6
a     127       3      65
a      31     343       9
a     220     169      57
a     127     348      23
a      31      21      23
a      28     178      25
a      30     115      72
a     288       6       4
a     132     102      59
a     141      88      48
a      34      24      12
a     122      53      13
a      11     338      95
a     469     473      65
a      50      31      31
a     387     163      58
a     463     117       6
a       2      71      65
a      25     265      82
a      23     104       4
a     376     284      39
a     163     495      31
a     183     366      86
a      40      12      34
a     244      72      84
a     428     363      83
a      45     197      79
a     142     214       8
a     190     290      67
a     393     180      35
a     418     130      91
a      34      39      55
a     289     136      75
a     379     317      66
a       1     108      26
a      41     120      26
a     415      13      54
a     154      31      44
a     185     381      36
a      18      30      61
a     122     132      36
a      94     227      44
a     266     278       1
a      49     415       2
a     159     182      90
a      49     216      49
a     405      31      21
a     124     117      30
a     489       5      36
a      36       6      28
a      45      62      50
a     415     430      92
a      16     215      36
a     161       5       8
a     272     179      91
a      75      14      69
a     276     412      85
a      44     300      78
a      18       1      62
a     414     110      46
a     259     131      79
a      12      20      46
a      32     136      77
a     194     414      88
a     270     122      87
a     426     382      98
a     410     364      43
a     111      65      55
a     164     431      66
a     142     118      33
a       2     188      48
a     229     195      42
a     453     414      29
a       4      25      84
a     196      32      62
a      84     112      20
a      19      53      62
a     284      66      71
a      72       5       7
a      58     122      45
a       4     316      24
a      71     373      32
a     294     432      54
a      40       3      54
a      61     289      78
a     111      42      27
a     221      50      85
a     423     107      61
a     112     259      33
a      24     160      60
a     244      61      56
a      86     162      59
a     171      99      50
a     307     292      12
a     463     470       9
a     178      82      62
a     114     179       3
a     494     290      97
a       9      82      46
a     201     290      85
a     104     180      94
a     354     201      83
a      29     499       5
a      34      48      65
a      18     227      93
a      39      75      65
a     464     111      52
a     171     447      15
a     463     336      91
a      25     420      60
a     254     370      50
a      43     128      21
a     268     179      80
a     487     440      53
a     345     362      41
a     309     190       8
a     451     399      24
a     159      45       7
a     206       1      86
a     224     449      28
a      38      35      55
a      57      30      17
a     280      59       3
a     172     441     100
a     424     126      31
a      37      73      61
a      84     334      47
a     152     345      91
a     122     350      85
a     100     185      76
a     421     204      15
a      60     235      55
a     255     190      57
a      76     462      83
a     425     262      17
a      19      13      65
a      26      59      73
a     406      83      80
a      34      81      58
a     406     132      59
a      63       4      56
a     142     324      15
a     242     128      53
a      94     349      55
a       5     198      40
a       7     287      39
a     302     280      28
a      30     120      37
a       5     164      11
a     230     161      70
a      42      34       5
a     136       3      63
a     217     335      81
a     370     454      47
a     310     483      48
a      48      59      19
a     143     100      40
a     223     269      31
a     224     122      47
a     428     292      97
a     477     399      68
a      82      45      11
a     176     186      37
a      24      30      41
a      56     294      49
a     139     323      93
a     394     255      42
a      16      23      49
a      41     246      52
a      53      54      48
a      96      11      66
a     137      78      36
a     234     385      31
a      82     170      63
a     193     192      73
a     285     202      55
a     100     192      73
a     401     394      99
a     377     182      71
a      70      31      88
a      73     128       8
a      93      85      57
a     192     173      70
a     198      80      98
a     364     336      55
a     386     141      99
a      40      62      99
a     446     322      63
a      18      54      66
a      95       6      20
a     338      27      88
a     286      19       7
a     147     237      63
a     448     141      39
a     112      68      21
a     424     148      46
a     171      45      42
a     236     392      91
a       7     200      18
a      50     142      95
a     154     431      72
a       7     207      90
a      18      14      99
a     257      20      12
a      70     471      55
a       5     150       1
a     133      16      82
a      56      27      57
a     319      37     100
a     366     296      73
a      53     326      46
a     109     282      27
a      10      84      16
a      11     487      80
a     381      93      97
a      10      93      93
a     465     338      67
a     314     317       2
a     310     221      24
a     115      84      91
a     158     110      41
a     160     326      99
a     497     183      32
a     228     148      62
a       9     112      27
a      61     343      21
a     321     307      66
a     294     256       8
a      31      22       1
a     157     221       6
a     478     164       5
a     418      91      18
a      98      60      50
a      81     183      25
a     188     149      79
a     200     267      78
a      10      15      69
a     172     243      45
a     406     278      18
a     211     372      98
a      44       8      35
a      15      40      46
a      79     151      75
a     165     476      41
a     266     409       9
a     128     196      74
a      45     126      53
a     262      29       8
a     332     485      88
a      33      68      49
a      27      14      99
a      69      84      88
a     354     389      62
a     152      81      10
a     182      86      39
a      36     449      41
a     338      71      62
a     119     181      48
a     277     260      50
a      58     413      83
a     370     349      50
a     198     292      74
a     450     189      60
a      48     396      82
a      78     282      98
a     343     239       4
a     251     178       1
a     369     347      44
a      88     131      23
a     116     151      33
a      43      31      70
a      21     146      50
a      50     197      67
a     379      72      21
a     320     356      44
a      52      11      34
a     308     181      87
a     368     243      76
a     291     160      55
a      19      65      73
a      12     197      22
a      35       2      78
a      51     435      38
a     475      45      39
a     391     420      36
a     152     439      35
a     340     433      87
a     369     148      15
a      57      61      27
a      41     391      19
a      63      71      33
a      70     169      83
a     117      63      71
a      58      62      25
a     412     490      12
a     477     377      47
a      87     318      90
a      56      74      53
a     399     100      19
a     137     131      15
a     332      94      98
a      14     353      11
a      28      78      14
a      77      78      64
a     271     283      91
a     355      74      51
a     104     372       7
a      70     304      35
a      36     122      97
a      50      53      63
a     289       8      85
a     482     184      89
a      80     363      32
a      97     217      46
a     347     233      93
a     190      69      63
a     340      86      64
a     186     119      82
a      50     189      71
a      11     220      52
a      15     222      84
a     222      77      11
a     326     159      55
a     296     332      14
a      93     464      20
a     236     217      93
a     114     131      83
a      77     243      51
a     493     446      74
a     433     177      55
a     143     163      20
a     368     345      55
a     147     126      69
a      38      28      57
a     434     364      73
a     367     172      28
a       7      77      60
a      48      66      13
a     306     260       4
a     186     105      55
a     227     111      77
a      74     363      83
a      28      81      42
a      46      11      42
a       5      72      42
a     298     152      90
a     301     260      96
a      86     382      74
a     151     364      50
a      44      35      93
a     407      38      69
a     457     182      73
a      89      47      60
a      67      28      14
a     211      16      87
a      95     302      53
a      82     140      97
a      72     137      56
a     282     339      70
a     487      31      21
a      20      12      14
a     173      84      90
a      56     498      31
a     428     416      30
a     402      43      62
a     160     120       9
a     265     298      52
a     291      34      91
a     470      38      24
a     129     449      13
a       1      60      70
a     293     208      55
a     224      59      89
a      48      95      29
a     234     186       1
a      72      92      18
a      30      35      46
a      93     110      69
a     283     153      39
a     289     186      62
a     182     216      73
a     188     262      28
a     306      74      71
a     288     422      41
a     117      56      94
a     257     166      56
a     233     348      44
a     113     475      55
a     163      63      26
a      47      45       1
a     163     182      21
a      37     299      51
a     331     160      69
a      57      62      98
a     190     222      59
a     304     291      66
a     129     450      98
a     346     186      40
a      55      32      93
a      74     286      14
a     141     352      40
a      31      51      78
a      19     116      72
a     423     485      86
a     146     307      26
a     113      92       9
a     242     374      70
a     463     150      33
a     383     135       7
a     117     254      26
a      32     113      91
a     359     492      22
a     433      88      81
a     479      33      75
a      45     131      34
a     326      43      65
a     311     120      91
a      81     190      52
a     271     263      58
a     226     234      15
a      79      83      90
a     434     310      46
a      61     317      92
a      39      29      91
a     337      52      53
a     105     262      20
a      99     136      36
a     284     221      79
a      34      37       4
a      46     210      98
a     136     123      10
a     287     307      56
a     284      85       9
a      12     105      93
a     120     173      77
a     354     365      25
a     224      66      88
a     262     218      81
a     104     196      83
a     273     361      30
a     458     479      27
a      29      95      30
a     167     484      23
a     387      20      14
a     114     311      17
a     115     264      19
a     380     278      81
a      46     269      33
a      52      76      53
a     349     324      33
a     134      28      92
a      65     295      50
a     109     138      32
a     329     101       8
a      38     105      20
a     452     127      58
a     479     315      46
a     494     466      19
a      11      36       2
a     473     276      21
a     126      38      56
a     103      88      46
a     129     127      11
a     332     296      73
a      10      40      86
a     365     414      89
a     262      37       8
a     326     158      17
a     485     432      62
a       2     113      81
a       8     188      45
a      44      20      43
a     146       6      33
a      10      64      60
a      44     249      83
a     446     286       3
a     175     365      77
a     346      17      22
a     399      17      78
a       1     284       7
a     437      64      44
a     305     187      95
a     338     441     100
a      68       2       1
a      91     119      14
a       1     193      91
a     483      25      81
a     496     326       9
a       8     414      36
a     322     278      96
a     366     158      63
a      48     180      48
a     185      21      56
a     316      24      56
a     256     308      25
a     231     297      64
a      63     108      17
a     164      24      87
a     113      27      70
a     320     213       3
a     121     265      71
a     166     313      79
a     181      98      27
a      92      23      83
a      42      18      90
a       8     454      37
a     114     497      27
a     307     264      95
a     498     178      48
a       9      20      86
a     288     104      52
a     462     251      60
a      31      38      15
a      60      22      10
a     115     112      36
a     169     147      30
a     266     346      15
a     321     472      31
a      65     442      93
a     307     309      18
a     224     136      35
a     206     102      20
a       1     278      21
a     208       8      37
a       1     384      42
a     248      10      81
a      18     134      37
a     179     144       7
a      39       5      43
a     235     180      62
a      22     109      78
a     275     264      51
a      57      92      73
a     428     296      89
a     305      69      77
a     362     227      78
a     272     202      59
a     113     163      30
a     142     312      97
a     392     487      24
a       3     136      50
a      35     265      82
a      43     330      48
a     300      31      74
a     181      31      32
a     123     309      85
a      17     125      90
a     163      16      22
a      77     142       8
a     330     122       7
a      11      31      23
a     258      76      11
a      32     465      84
a     301     316      34
a     446     387      16
a      81     433      87
a      26     319      58
a     186     249      25
a      27     101      34
a      34     381      70
a     113     383      45
a     399     200      97
a     304     238      60
a     107     164      57
a     436      27      14
a       7     228      55
a      89     409      58
a     114     178      95
a     142      71      75
a     110     192      52
a      28     122      98
a     311     250      50
a     353     249      88
a     325     348      15
a     156     421      36
a      18      59      93
a     118     252      22
a      19      38      49
a     120     313       4
a     220     454       6
a      33     236      59
a     170     406      27
a     137     100      51
a       2      29      36
a     173     185      60
a      69      78      62
a     137      59      41
a     151     227      85
a      89      66      76
a     496     138      83
a      42     177      89
a      46     308      73
a     289     429      41
a     305     233      83
a      41     119      72
a      24      15       9
a      39     103      88
a     439      28      69
a      29     115      21
a     106     273      98
a     111     372      58
a     223     185      78
a      13      97      77
a       8     331      16
a     439     336       8
a     108     293      80
a     361      41      22
a     188     103      21
a      91      66       2
a     101     221      16
a     137      84       2
a      57      83      29
a       2     325      99
a     185       4      90
a     224       7      80
a     477      85      72
a      63      89      49
a     476       4      23
a     153      13      70
a      70     123      27
a     255     248      43
a     227      79      13
a     395     226      87
a     200     193      95
a     482      26      31
a     125      23      42
a      99      84      66
a      84     403      40
a       4      24      28
a      26     115      94
a     133     404      30
a     121     225      57
a     281     243      12
a      94     110      88
a     152     373      54
a     380     396      69
a     398      14      65
a      69      71      82
a      82     455      24
a     182      59      27
a      29      12      42
a      80     256      42
a      65      36      37
a     450     429      77
a      55     413      93
a     299     361      58
a      78     153      70
a     112     338      20
a     410     359      98
a      98     115      12
a      15     292      14
a     230       9      99
a     194      30       4
a     300      20      68
a      71     462      52
a     251     288      97
a     396     172      48
a     177     213      52
a     460     236      62
a     449     364      21
a      18      43      81
a      81      23      23
a       5     169       8
a      13     362      65
a     367     351      24
a     222     218      66
a     148     169      36
a     332     196      51
a     440     262      13
a       2      26      88
a     120      68      12
a      69     269      28
a     308     453      92
a     450      35      19
a      18       7      77
a     289      46      48
a     128     410      24
a      31     256      44
a     419     348      15
a     132      98      38
a      15     475      88
a      55      81       2
a       3      65      90
a     220      80       6
a     121     313       2
a     286     397      46
a     112      17      50
a     455     167      64
a      25      65      88
a      27       1      74
a     128     118      99
a     162     457      52
a     221     373      11
a       5      17     100
a      27     181      81
a      93     433      79
a      83       1      74
a     476      25      76
a     400      96      89
a      54      18      27
a       1      24      82
a     177     172      88
a     444     362      80
a      79      24      57
a     152      42       4
a     180      71       2
a      51     221      28
a     210      94       9
a      33      30      95
a      20     155      88
a     109     295      36
a     157      27      25
a     397     481      61
a      25     459      52
a     364     359      76
a     178      60      21
a      62      40      64
a     156     355      45
a       1      97      13
a      54      38      64
a     470     372       8
a     301     247       7
a       5      21      57
a     136     329      74
a     226      31      93
a      78     190      91
a      63      70      25
a     108     292      48
a     113     290      11
a     171     308      16
a     159     271     100
a     385     167      75
a      10     226      96
a      94     228      36
a      61     471      64
a       1      34      86
a      25      41      66
a     181      20      36
a     315      56       3
a      61      63      99
a      41     280      36
a      78     163      68
a     195     170     100
a      13     388      94
a      96      30      30
a      18     196      79
a     220      16      11
a     221     388      35
a      78     345      31
a     101     208      55
a     356      82      14
a       4     156      14
a     409     472       4
a     345     476      69
a       7     219      64
a      48     165       7
a     339     340      80
a      35      41       5
a      33       5      19
a     156     279      89
a     348     337      61
a      78     463       7
a      59     109      77
a     468     108      67
a     166     350      80
a     107      61      88
a      11      17      89
a      10      16      41
a     113     159      45
a      43      98      55
a      71     465      71
a     491      94      69
a     280     224       4
a     274     500      55
a     426     394      58
a     370     325       4
a      11      10      44
a      88      80      61
a      34      43       3
a      43     345      67
a      41     230      27
a      11      41      61
a      43     323      74
a     314     366      76
a     438     117      28
a      14       9       5
a      15      54      10
a     282     337      58
a      78      83      41
a     338     202      44
a      85       6      84
a     133     138      19
a       4     433      99
a     445     281      86
a       5     108      56
a     307     134      11
a     112     322      23
a     222      22      92
a       3      74       9
a      20     254      57
a     186     453      45
a     389     328      59
a      52      69      71
a     420      35      61
a     478     102       9
a     183     486       7
a      80     281      50
a      20      69      15
a     231     191      40
a     279     194      41
a     234     205      83
a      77     125      78
a     122       1      30
a     105     113      94
a     284      38      32
a     374     354      35
a     463     415      67
a     249     143      86
a      36      44      95
a      75     180      18
a     126     321       5
a     292     205      52
a     353     140       8
a     132      35      70
a     382      72      30
a     383     490      35
a      29      55      48
a       6     174      58
a      68      70      73
a      74     497      60
a     340     197      12
a     200     273      87
a      44     311      65
