# Fractional UCA Table, generated from standard UCA
# 2010-10-18, 22:18:55 GMT [MD]
# VERSION: UCA=6.0.0, UCD=6.0.0
# For a description of the format and usage, see CollationAuxiliary.html

[UCA version = 6.0.0]

0000; [,,]

A216; [7A 81 1A, 05, 05]

A217; [7A 81 22, 05, 05]

A218; [7A 81 2A, 05, 05]

A219; [7A 81 32, 05, 05]

A21A; [7A 81 3A, 05, 05]

A21B; [7A 81 42, 05, 05]

A21C; [7A 81 4A, 05, 05]

A21D; [7A 81 52, 05, 05]

A21E; [7A 81 5A, 05, 05]

A21F; [7A 81 62, 05, 05]

A220; [7A 81 6A, 05, 05]

A221; [7A 81 72, 05, 05]

A222; [7A 81 7A, 05, 05]

A223; [7A 81 82, 05, 05]

A224; [7A 81 8A, 05, 05]

A225; [7A 81 92, 05, 05]

A226; [7A 81 9A, 05, 05]

A227; [7A 81 A2, 05, 05]

A228; [7A 81 AA, 05, 05]

A229; [7A 81 B2, 05, 05]

A22A; [7A 81 BA, 05, 05]

A22B; [7A 81 C2, 05, 05]

A22C; [7A 81 CA, 05, 05]

A22D; [7A 81 D2, 05, 05]

A22E; [7A 81 DA, 05, 05]

A22F; [7A 81 E2, 05, 05]

A230; [7A 81 EA, 05, 05]

A231; [7A 81 F2, 05, 05]

A232; [7A 81 FA, 05, 05]

A233; [7A 82 08, 05, 05]

A234; [7A 82 10, 05, 05]

A235; [7A 82 18, 05, 05]

A236; [7A 82 20, 05, 05]

A237; [7A 82 28, 05, 05]

A238; [7A 82 30, 05, 05]

A239; [7A 82 38, 05, 05]

A23A; [7A 82 40, 05, 05]

A23B; [7A 82 48, 05, 05]

A23C; [7A 82 50, 05, 05]

A23D; [7A 82 58, 05, 05]

A23E; [7A 82 60, 05, 05]

A23F; [7A 82 68, 05, 05]

A240; [7A 82 70, 05, 05]

A241; [7A 82 78, 05, 05]

A242; [7A 82 80, 05, 05]

A243; [7A 82 88, 05, 05]

A244; [7A 82 90, 05, 05]

A245; [7A 82 98, 05, 05]

A246; [7A 82 A0, 05, 05]

A247; [7A 82 A8, 05, 05]

A248; [7A 82 B0, 05, 05]

A249; [7A 82 B8, 05, 05]

A24A; [7A 82 C0, 05, 05]

A24B; [7A 82 C8, 05, 05]

A24C; [7A 82 D0, 05, 05]

A24D; [7A 82 D8, 05, 05]

A24E; [7A 82 E0, 05, 05]

A24F; [7A 82 E8, 05, 05]

A250; [7A 82 F0, 05, 05]

A251; [7A 82 F8, 05, 05]

A252; [7A 83 06, 05, 05]

A253; [7A 83 0E, 05, 05]

A254; [7A 83 16, 05, 05]

A255; [7A 83 1E, 05, 05]

A256; [7A 83 26, 05, 05]

A257; [7A 83 2E, 05, 05]

A258; [7A 83 36, 05, 05]

A259; [7A 83 3E, 05, 05]

A25A; [7A 83 46, 05, 05]

A25B; [7A 83 4E, 05, 05]

A25C; [7A 83 56, 05, 05]

A25D; [7A 83 5E, 05, 05]

A25E; [7A 83 66, 05, 05]

A25F; [7A 83 6E, 05, 05]

A260; [7A 83 76, 05, 05]

A261; [7A 83 7E, 05, 05]

A262; [7A 83 86, 05, 05]

A263; [7A 83 8E, 05, 05]

A264; [7A 83 96, 05, 05]

A265; [7A 83 9E, 05, 05]

A266; [7A 83 A6, 05, 05]

A267; [7A 83 AE, 05, 05]

A268; [7A 83 B6, 05, 05]

A269; [7A 83 BE, 05, 05]

A26A; [7A 83 C6, 05, 05]

A26B; [7A 83 CE, 05, 05]

A26C; [7A 83 D6, 05, 05]

A26D; [7A 83 DE, 05, 05]

A26E; [7A 83 E6, 05, 05]

A26F; [7A 83 EE, 05, 05]

A270; [7A 83 F6, 05, 05]

A271; [7A 84 04, 05, 05]

A272; [7A 84 0C, 05, 05]

A273; [7A 84 14, 05, 05]

A274; [7A 84 1C, 05, 05]

A275; [7A 84 24, 05, 05]

A276; [7A 84 2C, 05, 05]

A277; [7A 84 34, 05, 05]

A278; [7A 84 3C, 05, 05]

A279; [7A 84 44, 05, 05]

A27A; [7A 84 4C, 05, 05]

A27B; [7A 84 54, 05, 05]

A27C; [7A 84 5C, 05, 05]

A27D; [7A 84 64, 05, 05]

A27E; [7A 84 6C, 05, 05]

A27F; [7A 84 74, 05, 05]

A280; [7A 84 7C, 05, 05]

A281; [7A 84 84, 05, 05]

A282; [7A 84 8C, 05, 05]

A283; [7A 84 94, 05, 05]

A284; [7A 84 9C, 05, 05]

A285; [7A 84 A4, 05, 05]

A286; [7A 84 AC, 05, 05]

A287; [7A 84 B4, 05, 05]

A288; [7A 84 BC, 05, 05]

A289; [7A 84 C4, 05, 05]

A28A; [7A 84 CC, 05, 05]

A28B; [7A 84 D4, 05, 05]

A28C; [7A 84 DC, 05, 05]

A28D; [7A 84 E4, 05, 05]

A28E; [7A 84 EC, 05, 05]

A28F; [7A 84 F4, 05, 05]

A290; [7A 84 FC, 05, 05]

A291; [7A 85 0A, 05, 05]

A292; [7A 85 12, 05, 05]

A293; [7A 85 1A, 05, 05]

A294; [7A 85 22, 05, 05]

A295; [7A 85 2A, 05, 05]

A296; [7A 85 32, 05, 05]

A297; [7A 85 3A, 05, 05]

A298; [7A 85 42, 05, 05]

A299; [7A 85 4A, 05, 05]

A29A; [7A 85 52, 05, 05]

A29B; [7A 85 5A, 05, 05]

A29C; [7A 85 62, 05, 05]

A29D; [7A 85 6A, 05, 05]

A29E; [7A 85 72, 05, 05]

A29F; [7A 85 7A, 05, 05]

A2A0; [7A 85 82, 05, 05]

A2A1; [7A 85 8A, 05, 05]

A2A2; [7A 85 92, 05, 05]

A2A3; [7A 85 9A, 05, 05]

A2A4; [7A 85 A2, 05, 05]

A2A5; [7A 85 AA, 05, 05]

A2A6; [7A 85 B2, 05, 05]

A2A7; [7A 85 BA, 05, 05]

A2A8; [7A 85 C2, 05, 05]

A2A9; [7A 85 CA, 05, 05]

A2AA; [7A 85 D2, 05, 05]

A2AB; [7A 85 DA, 05, 05]

A2AC; [7A 85 E2, 05, 05]

A2AD; [7A 85 EA, 05, 05]

A2AE; [7A 85 F2, 05, 05]

A2AF; [7A 85 FA, 05, 05]

A2B0; [7A 86 08, 05, 05]

A2B1; [7A 86 10, 05, 05]

A2B2; [7A 86 18, 05, 05]

A2B3; [7A 86 20, 05, 05]

A2B4; [7A 86 28, 05, 05]

A2B5; [7A 86 30, 05, 05]

A2B6; [7A 86 38, 05, 05]

A2B7; [7A 86 40, 05, 05]

A2B8; [7A 86 48, 05, 05]

A2B9; [7A 86 50, 05, 05]

A2BA; [7A 86 58, 05, 05]

A2BB; [7A 86 60, 05, 05]

A2BC; [7A 86 68, 05, 05]

A2BD; [7A 86 70, 05, 05]

A2BE; [7A 86 78, 05, 05]

A2BF; [7A 86 80, 05, 05]

A2C0; [7A 86 88, 05, 05]

A2C1; [7A 86 90, 05, 05]

A2C2; [7A 86 98, 05, 05]

A2C3; [7A 86 A0, 05, 05]

A2C4; [7A 86 A8, 05, 05]

A2C5; [7A 86 B0, 05, 05]

A2C6; [7A 86 B8, 05, 05]

A2C7; [7A 86 C0, 05, 05]

A2C8; [7A 86 C8, 05, 05]

A2C9; [7A 86 D0, 05, 05]

A2CA; [7A 86 D8, 05, 05]

A2CB; [7A 86 E0, 05, 05]

A2CC; [7A 86 E8, 05, 05]

A2CD; [7A 86 F0, 05, 05]

A2CE; [7A 86 F8, 05, 05]

A2CF; [7A 87 06, 05, 05]

A2D0; [7A 87 0E, 05, 05]

A2D1; [7A 87 16, 05, 05]

A2D2; [7A 87 1E, 05, 05]

A2D3; [7A 87 26, 05, 05]

A2D4; [7A 87 2E, 05, 05]

A2D5; [7A 87 36, 05, 05]

A2D6; [7A 87 3E, 05, 05]

A2D7; [7A 87 46, 05, 05]

A2D8; [7A 87 4E, 05, 05]

A2D9; [7A 87 56, 05, 05]

A2DA; [7A 87 5E, 05, 05]

A2DB; [7A 87 66, 05, 05]

A2DC; [7A 87 6E, 05, 05]

A2DD; [7A 87 76, 05, 05]

A2DE; [7A 87 7E, 05, 05]

A2DF; [7A 87 86, 05, 05]

A2E0; [7A 87 8E, 05, 05]

A2E1; [7A 87 96, 05, 05]

A2E2; [7A 87 9E, 05, 05]

A2E3; [7A 87 A6, 05, 05]

A2E4; [7A 87 AE, 05, 05]

A2E5; [7A 87 B6, 05, 05]

A2E6; [7A 87 BE, 05, 05]

A2E7; [7A 87 C6, 05, 05]

A2E8; [7A 87 CE, 05, 05]

A2E9; [7A 87 D6, 05, 05]

A2EA; [7A 87 DE, 05, 05]

A2EB; [7A 87 E6, 05, 05]

A2EC; [7A 87 EE, 05, 05]

A2ED; [7A 87 F6, 05, 05]

A2EE; [7A 88 04, 05, 05]

A2EF; [7A 88 0C, 05, 05]

A2F0; [7A 88 14, 05, 05]

A2F1; [7A 88 1C, 05, 05]

A2F2; [7A 88 24, 05, 05]

A2F3; [7A 88 2C, 05, 05]

A2F4; [7A 88 34, 05, 05]

A2F5; [7A 88 3C, 05, 05]

A2F6; [7A 88 44, 05, 05]

A2F7; [7A 88 4C, 05, 05]

A2F8; [7A 88 54, 05, 05]

A2F9; [7A 88 5C, 05, 05]

A2FA; [7A 88 64, 05, 05]

A2FB; [7A 88 6C, 05, 05]

A2FC; [7A 88 74, 05, 05]

A2FD; [7A 88 7C, 05, 05]

A2FE; [7A 88 84, 05, 05]

A2FF; [7A 88 8C, 05, 05]

A300; [7A 88 94, 05, 05]

A301; [7A 88 9C, 05, 05]

A302; [7A 88 A4, 05, 05]

A303; [7A 88 AC, 05, 05]

A304; [7A 88 B4, 05, 05]

A305; [7A 88 BC, 05, 05]

A306; [7A 88 C4, 05, 05]

A307; [7A 88 CC, 05, 05]

A308; [7A 88 D4, 05, 05]

A309; [7A 88 DC, 05, 05]

A30A; [7A 88 E4, 05, 05]

A30B; [7A 88 EC, 05, 05]

A30C; [7A 88 F4, 05, 05]

A30D; [7A 88 FC, 05, 05]

A30E; [7A 89 0A, 05, 05]

A30F; [7A 89 12, 05, 05]

A310; [7A 89 1A, 05, 05]

A311; [7A 89 22, 05, 05]

A312; [7A 89 2A, 05, 05]

A313; [7A 89 32, 05, 05]

A314; [7A 89 3A, 05, 05]

A315; [7A 89 42, 05, 05]

A316; [7A 89 4A, 05, 05]

A317; [7A 89 52, 05, 05]

A318; [7A 89 5A, 05, 05]

A319; [7A 89 62, 05, 05]

A31A; [7A 89 6A, 05, 05]

A31B; [7A 89 72, 05, 05]

A31C; [7A 89 7A, 05, 05]

A31D; [7A 89 82, 05, 05]

A31E; [7A 89 8A, 05, 05]

A31F; [7A 89 92, 05, 05]

A320; [7A 89 9A, 05, 05]

A321; [7A 89 A2, 05, 05]

A322; [7A 89 AA, 05, 05]

A323; [7A 89 B2, 05, 05]

A324; [7A 89 BA, 05, 05]

A325; [7A 89 C2, 05, 05]

A326; [7A 89 CA, 05, 05]

A327; [7A 89 D2, 05, 05]

A328; [7A 89 DA, 05, 05]

A329; [7A 89 E2, 05, 05]

A32A; [7A 89 EA, 05, 05]

A32B; [7A 89 F2, 05, 05]

A32C; [7A 89 FA, 05, 05]

A32D; [7A 8A 08, 05, 05]

A32E; [7A 8A 10, 05, 05]

A32F; [7A 8A 18, 05, 05]

A330; [7A 8A 20, 05, 05]

A331; [7A 8A 28, 05, 05]

A332; [7A 8A 30, 05, 05]

A333; [7A 8A 38, 05, 05]

A334; [7A 8A 40, 05, 05]

A335; [7A 8A 48, 05, 05]

A336; [7A 8A 50, 05, 05]

A337; [7A 8A 58, 05, 05]

A338; [7A 8A 60, 05, 05]

A339; [7A 8A 68, 05, 05]

A33A; [7A 8A 70, 05, 05]

A33B; [7A 8A 78, 05, 05]

A33C; [7A 8A 80, 05, 05]

A33D; [7A 8A 88, 05, 05]

A33E; [7A 8A 90, 05, 05]

A33F; [7A 8A 98, 05, 05]

A340; [7A 8A A0, 05, 05]

A341; [7A 8A A8, 05, 05]

A342; [7A 8A B0, 05, 05]

A343; [7A 8A B8, 05, 05]

A344; [7A 8A C0, 05, 05]

A345; [7A 8A C8, 05, 05]

A346; [7A 8A D0, 05, 05]

A347; [7A 8A D8, 05, 05]

A348; [7A 8A E0, 05, 05]

A349; [7A 8A E8, 05, 05]

A34A; [7A 8A F0, 05, 05]

A34B; [7A 8A F8, 05, 05]

A34C; [7A 8B 06, 05, 05]

A34D; [7A 8B 0E, 05, 05]

A34E; [7A 8B 16, 05, 05]

A34F; [7A 8B 1E, 05, 05]

A350; [7A 8B 26, 05, 05]

A351; [7A 8B 2E, 05, 05]

A352; [7A 8B 36, 05, 05]

A353; [7A 8B 3E, 05, 05]

A354; [7A 8B 46, 05, 05]

A355; [7A 8B 4E, 05, 05]

A356; [7A 8B 56, 05, 05]

A357; [7A 8B 5E, 05, 05]

A358; [7A 8B 66, 05, 05]

A359; [7A 8B 6E, 05, 05]

A35A; [7A 8B 76, 05, 05]

A35B; [7A 8B 7E, 05, 05]

A35C; [7A 8B 86, 05, 05]

A35D; [7A 8B 8E, 05, 05]

A35E; [7A 8B 96, 05, 05]

A35F; [7A 8B 9E, 05, 05]

A360; [7A 8B A6, 05, 05]

A361; [7A 8B AE, 05, 05]

A362; [7A 8B B6, 05, 05]

A363; [7A 8B BE, 05, 05]

A364; [7A 8B C6, 05, 05]

A365; [7A 8B CE, 05, 05]

A366; [7A 8B D6, 05, 05]

A367; [7A 8B DE, 05, 05]

A368; [7A 8B E6, 05, 05]

A369; [7A 8B EE, 05, 05]

A36A; [7A 8B F6, 05, 05]

A36B; [7A 8C 04, 05, 05]

A36C; [7A 8C 0C, 05, 05]

A36D; [7A 8C 14, 05, 05]

A36E; [7A 8C 1C, 05, 05]

A36F; [7A 8C 24, 05, 05]

A370; [7A 8C 2C, 05, 05]

A371; [7A 8C 34, 05, 05]

A372; [7A 8C 3C, 05, 05]

A373; [7A 8C 44, 05, 05]

A374; [7A 8C 4C, 05, 05]

A375; [7A 8C 54, 05, 05]

A376; [7A 8C 5C, 05, 05]

A377; [7A 8C 64, 05, 05]

A378; [7A 8C 6C, 05, 05]

A379; [7A 8C 74, 05, 05]

A37A; [7A 8C 7C, 05, 05]

A37B; [7A 8C 84, 05, 05]

A37C; [7A 8C 8C, 05, 05]

A37D; [7A 8C 94, 05, 05]

A37E; [7A 8C 9C, 05, 05]

A37F; [7A 8C A4, 05, 05]

A380; [7A 8C AC, 05, 05]

A381; [7A 8C B4, 05, 05]

A382; [7A 8C BC, 05, 05]

A383; [7A 8C C4, 05, 05]

A384; [7A 8C CC, 05, 05]

A385; [7A 8C D4, 05, 05]

A386; [7A 8C DC, 05, 05]

A387; [7A 8C E4, 05, 05]

A388; [7A 8C EC, 05, 05]

A389; [7A 8C F4, 05, 05]

A38A; [7A 8C FC, 05, 05]

A38B; [7A 8D 0A, 05, 05]

A38C; [7A 8D 12, 05, 05]

A38D; [7A 8D 1A, 05, 05]

A38E; [7A 8D 22, 05, 05]

A38F; [7A 8D 2A, 05, 05]

A390; [7A 8D 32, 05, 05]

A391; [7A 8D 3A, 05, 05]

A392; [7A 8D 42, 05, 05]

A393; [7A 8D 4A, 05, 05]

A394; [7A 8D 52, 05, 05]

A395; [7A 8D 5A, 05, 05]

A396; [7A 8D 62, 05, 05]

A397; [7A 8D 6A, 05, 05]

A398; [7A 8D 72, 05, 05]

A399; [7A 8D 7A, 05, 05]

A39A; [7A 8D 82, 05, 05]

A39B; [7A 8D 8A, 05, 05]

A39C; [7A 8D 92, 05, 05]

A39D; [7A 8D 9A, 05, 05]

A39E; [7A 8D A2, 05, 05]

A39F; [7A 8D AA, 05, 05]

A3A0; [7A 8D B2, 05, 05]

A3A1; [7A 8D BA, 05, 05]

A3A2; [7A 8D C2, 05, 05]

A3A3; [7A 8D CA, 05, 05]

A3A4; [7A 8D D2, 05, 05]

A3A5; [7A 8D DA, 05, 05]

A3A6; [7A 8D E2, 05, 05]

A3A7; [7A 8D EA, 05, 05]

A3A8; [7A 8D F2, 05, 05]

A3A9; [7A 8D FA, 05, 05]

A3AA; [7A 8E 08, 05, 05]

A3AB; [7A 8E 10, 05, 05]

A3AC; [7A 8E 18, 05, 05]

A3AD; [7A 8E 20, 05, 05]

A3AE; [7A 8E 28, 05, 05]

A3AF; [7A 8E 30, 05, 05]

A3B0; [7A 8E 38, 05, 05]

A3B1; [7A 8E 40, 05, 05]

A3B2; [7A 8E 48, 05, 05]

A3B3; [7A 8E 50, 05, 05]

A3B4; [7A 8E 58, 05, 05]

A3B5; [7A 8E 60, 05, 05]

A3B6; [7A 8E 68, 05, 05]

A3B7; [7A 8E 70, 05, 05]

A3B8; [7A 8E 78, 05, 05]

A3B9; [7A 8E 80, 05, 05]

A3BA; [7A 8E 88, 05, 05]

A3BB; [7A 8E 90, 05, 05]

A3BC; [7A 8E 98, 05, 05]

A3BD; [7A 8E A0, 05, 05]

A3BE; [7A 8E A8, 05, 05]

A3BF; [7A 8E B0, 05, 05]

A3C0; [7A 8E B8, 05, 05]

A3C1; [7A 8E C0, 05, 05]

A3C2; [7A 8E C8, 05, 05]

A3C3; [7A 8E D0, 05, 05]

A3C4; [7A 8E D8, 05, 05]

A3C5; [7A 8E E0, 05, 05]

A3C6; [7A 8E E8, 05, 05]

A3C7; [7A 8E F0, 05, 05]

A3C8; [7A 8E F8, 05, 05]

A3C9; [7A 8F 06, 05, 05]

A3CA; [7A 8F 0E, 05, 05]

A3CB; [7A 8F 16, 05, 05]

A3CC; [7A 8F 1E, 05, 05]

A3CD; [7A 8F 26, 05, 05]

A3CE; [7A 8F 2E, 05, 05]

A3CF; [7A 8F 36, 05, 05]

A3D0; [7A 8F 3E, 05, 05]

A3D1; [7A 8F 46, 05, 05]

A3D2; [7A 8F 4E, 05, 05]

A3D3; [7A 8F 56, 05, 05]

A3D4; [7A 8F 5E, 05, 05]

A3D5; [7A 8F 66, 05, 05]

A3D6; [7A 8F 6E, 05, 05]

A3D7; [7A 8F 76, 05, 05]

A3D8; [7A 8F 7E, 05, 05]

A3D9; [7A 8F 86, 05, 05]

A3DA; [7A 8F 8E, 05, 05]

A3DB; [7A 8F 96, 05, 05]

A3DC; [7A 8F 9E, 05, 05]

A3DD; [7A 8F A6, 05, 05]

A3DE; [7A 8F AE, 05, 05]

A3DF; [7A 8F B6, 05, 05]

A3E0; [7A 8F BE, 05, 05]

A3E1; [7A 8F C6, 05, 05]

A3E2; [7A 8F CE, 05, 05]

A3E3; [7A 8F D6, 05, 05]

A3E4; [7A 8F DE, 05, 05]

A3E5; [7A 8F E6, 05, 05]

A3E6; [7A 8F EE, 05, 05]

A3E7; [7A 8F F6, 05, 05]

A3E8; [7A 90 04, 05, 05]

A3E9; [7A 90 0C, 05, 05]

A3EA; [7A 90 14, 05, 05]

A3EB; [7A 90 1C, 05, 05]

A3EC; [7A 90 24, 05, 05]

A3ED; [7A 90 2C, 05, 05]

A3EE; [7A 90 34, 05, 05]

A3EF; [7A 90 3C, 05, 05]

A3F0; [7A 90 44, 05, 05]

A3F1; [7A 90 4C, 05, 05]

A3F2; [7A 90 54, 05, 05]

A3F3; [7A 90 5C, 05, 05]

A3F4; [7A 90 64, 05, 05]

A3F5; [7A 90 6C, 05, 05]

A3F6; [7A 90 74, 05, 05]

A3F7; [7A 90 7C, 05, 05]

A3F8; [7A 90 84, 05, 05]

A3F9; [7A 90 8C, 05, 05]

A3FA; [7A 90 94, 05, 05]

A3FB; [7A 90 9C, 05, 05]

A3FC; [7A 90 A4, 05, 05]

A3FD; [7A 90 AC, 05, 05]

A3FE; [7A 90 B4, 05, 05]

A3FF; [7A 90 BC, 05, 05]

A400; [7A 90 C4, 05, 05]

A401; [7A 90 CC, 05, 05]

A402; [7A 90 D4, 05, 05]

A403; [7A 90 DC, 05, 05]

A404; [7A 90 E4, 05, 05]

A405; [7A 90 EC, 05, 05]

A406; [7A 90 F4, 05, 05]

A407; [7A 90 FC, 05, 05]

A408; [7A 91 0A, 05, 05]

A409; [7A 91 12, 05, 05]

A40A; [7A 91 1A, 05, 05]

A40B; [7A 91 22, 05, 05]

A40C; [7A 91 2A, 05, 05]

A40D; [7A 91 32, 05, 05]

A40E; [7A 91 3A, 05, 05]

A40F; [7A 91 42, 05, 05]

A410; [7A 91 4A, 05, 05]

A411; [7A 91 52, 05, 05]

A412; [7A 91 5A, 05, 05]

A413; [7A 91 62, 05, 05]

A414; [7A 91 6A, 05, 05]

A415; [7A 91 72, 05, 05]

A416; [7A 91 7A, 05, 05]

A417; [7A 91 82, 05, 05]

A418; [7A 91 8A, 05, 05]

A419; [7A 91 92, 05, 05]

A41A; [7A 91 9A, 05, 05]

A41B; [7A 91 A2, 05, 05]

A41C; [7A 91 AA, 05, 05]

A41D; [7A 91 B2, 05, 05]

A41E; [7A 91 BA, 05, 05]

A41F; [7A 91 C2, 05, 05]

A420; [7A 91 CA, 05, 05]

A421; [7A 91 D2, 05, 05]

A422; [7A 91 DA, 05, 05]

A423; [7A 91 E2, 05, 05]

A424; [7A 91 EA, 05, 05]

A425; [7A 91 F2, 05, 05]

A426; [7A 91 FA, 05, 05]

A427; [7A 92 08, 05, 05]

A428; [7A 92 10, 05, 05]

A429; [7A 92 18, 05, 05]

A42A; [7A 92 20, 05, 05]

A42B; [7A 92 28, 05, 05]

A42C; [7A 92 30, 05, 05]

A42D; [7A 92 38, 05, 05]

A42E; [7A 92 40, 05, 05]

A42F; [7A 92 48, 05, 05]

A430; [7A 92 50, 05, 05]

A431; [7A 92 58, 05, 05]

A432; [7A 92 60, 05, 05]

A433; [7A 92 68, 05, 05]

A434; [7A 92 70, 05, 05]

A435; [7A 92 78, 05, 05]

A436; [7A 92 80, 05, 05]

A437; [7A 92 88, 05, 05]

A438; [7A 92 90, 05, 05]

A439; [7A 92 98, 05, 05]

A43A; [7A 92 A0, 05, 05]

A43B; [7A 92 A8, 05, 05]

A43C; [7A 92 B0, 05, 05]

A43D; [7A 92 B8, 05, 05]

A43E; [7A 92 C0, 05, 05]

A43F; [7A 92 C8, 05, 05]

A440; [7A 92 D0, 05, 05]

A441; [7A 92 D8, 05, 05]

A442; [7A 92 E0, 05, 05]

A443; [7A 92 E8, 05, 05]

A444; [7A 92 F0, 05, 05]

A445; [7A 92 F8, 05, 05]

A446; [7A 93 06, 05, 05]

A447; [7A 93 0E, 05, 05]

A448; [7A 93 16, 05, 05]

A449; [7A 93 1E, 05, 05]

A44A; [7A 93 26, 05, 05]

A44B; [7A 93 2E, 05, 05]

A44C; [7A 93 36, 05, 05]

A44D; [7A 93 3E, 05, 05]

A44E; [7A 93 46, 05, 05]

A44F; [7A 93 4E, 05, 05]

A450; [7A 93 56, 05, 05]

A451; [7A 93 5E, 05, 05]

A452; [7A 93 66, 05, 05]

A453; [7A 93 6E, 05, 05]

A454; [7A 93 76, 05, 05]

A455; [7A 93 7E, 05, 05]

A456; [7A 93 86, 05, 05]

A457; [7A 93 8E, 05, 05]

A458; [7A 93 96, 05, 05]

A459; [7A 93 9E, 05, 05]

A45A; [7A 93 A6, 05, 05]

A45B; [7A 93 AE, 05, 05]

A45C; [7A 93 B6, 05, 05]

A45D; [7A 93 BE, 05, 05]

A45E; [7A 93 C6, 05, 05]

A45F; [7A 93 CE, 05, 05]

A460; [7A 93 D6, 05, 05]

A461; [7A 93 DE, 05, 05]

A462; [7A 93 E6, 05, 05]

A463; [7A 93 EE, 05, 05]

A464; [7A 93 F6, 05, 05]

A465; [7A 94 04, 05, 05]

A466; [7A 94 0C, 05, 05]

A467; [7A 94 14, 05, 05]

A468; [7A 94 1C, 05, 05]

A469; [7A 94 24, 05, 05]

A46A; [7A 94 2C, 05, 05]

A46B; [7A 94 34, 05, 05]

A46C; [7A 94 3C, 05, 05]

A46D; [7A 94 44, 05, 05]

A46E; [7A 94 4C, 05, 05]

A46F; [7A 94 54, 05, 05]

A470; [7A 94 5C, 05, 05]

A471; [7A 94 64, 05, 05]

A472; [7A 94 6C, 05, 05]

A473; [7A 94 74, 05, 05]

A474; [7A 94 7C, 05, 05]

A475; [7A 94 84, 05, 05]

A476; [7A 94 8C, 05, 05]

A477; [7A 94 94, 05, 05]

A478; [7A 94 9C, 05, 05]

A479; [7A 94 A4, 05, 05]

A47A; [7A 94 AC, 05, 05]

A47B; [7A 94 B4, 05, 05]

A47C; [7A 94 BC, 05, 05]

A47D; [7A 94 C4, 05, 05]

A47E; [7A 94 CC, 05, 05]

A47F; [7A 94 D4, 05, 05]

A480; [7A 94 DC, 05, 05]

A481; [7A 94 E4, 05, 05]

A482; [7A 94 EC, 05, 05]

A483; [7A 94 F4, 05, 05]

A484; [7A 94 FC, 05, 05]

A485; [7A 95 0A, 05, 05]

A486; [7A 95 12, 05, 05]

A487; [7A 95 1A, 05, 05]

A488; [7A 95 22, 05, 05]

A489; [7A 95 2A, 05, 05]

A48A; [7A 95 32, 05, 05]

A48B; [7A 95 3A, 05, 05]

A48C; [7A 95 42, 05, 05]

A4F8; [7A 95 4A, 05, 05]

A4F9; [7A 95 52, 05, 05]

A4FA; [7A 95 5A, 05, 05]

A4FB; [7A 95 62, 05, 05]

A4FD; [7A 95 6A, 05, 05]

A4FC; [7A 95 72, 05, 05]

A4D0; [7A 95 7A, 05, 05]

A4D1; [7A 95 82, 05, 05]

A4D2; [7A 95 8A, 05, 05]

A4D3; [7A 95 92, 05, 05]

A4D4; [7A 95 9A, 05, 05]

A4D5; [7A 95 A2, 05, 05]

A4D6; [7A 95 AA, 05, 05]

A4D7; [7A 95 B2, 05, 05]

A4D8; [7A 95 BA, 05, 05]

A4D9; [7A 95 C2, 05, 05]

A4DA; [7A 95 CA, 05, 05]

A4DB; [7A 95 D2, 05, 05]

A4DC; [7A 95 DA, 05, 05]

A4DD; [7A 95 E2, 05, 05]

A4DE; [7A 95 EA, 05, 05]

A4DF; [7A 95 F2, 05, 05]

A4E0; [7A 95 FA, 05, 05]

A4E1; [7A 96 08, 05, 05]

A4E2; [7A 96 10, 05, 05]

A4E3; [7A 96 18, 05, 05]

A4E4; [7A 96 20, 05, 05]

A4E5; [7A 96 28, 05, 05]

A4E6; [7A 96 30, 05, 05]

A4E7; [7A 96 38, 05, 05]

A4E8; [7A 96 40, 05, 05]

A4E9; [7A 96 48, 05, 05]

A4EB; [7A 96 50, 05, 05]

A4ED; [7A 96 58, 05, 05]

A4EA; [7A 96 60, 05, 05]

A4EC; [7A 96 68, 05, 05]

A4EE; [7A 96 70, 05, 05]

A4EF; [7A 96 78, 05, 05]

A4F0; [7A 96 80, 05, 05]

