# DerivedNormalizationProps-6.0.0.txt
# Date: 2010-05-20, 15:14:12 GMT [MD]
#
# Unicode Character Database
# Copyright (c) 1991-2010 Unicode, Inc.
# For terms of use, see http://www.unicode.org/terms_of_use.html
# For documentation, see http://www.unicode.org/reports/tr44/

# ================================================

# Derived Property: FC_NFKC_Closure  (DEPRECATED as of Unicode 6.0.0)
#  Generated from computing: b = NFKC(Fold(a)); c = NFKC(Fold(b));
#  Then if (c != b) add the mapping from a to c to the set of
#  mappings that constitute the FC_NFKC_Closure list
#  Uses the full case folding from CaseFolding.txt, without the T option.

037A  ; FC_NFKC; 0020 03B9
1D77D         ; NFKC_CF; 03BE
1D77E         ; NFKC_CF; 03BF
1D77F         ; NFKC_CF; 03C0
1D780         ; NFKC_CF; 03C1
1D781..1D782  ; NFKC_CF; 03C3
1D783         ; NFKC_CF; 03C4
1D784         ; NFKC_CF; 03C5
1D785         ; NFKC_CF; 03C6
1D786         ; NFKC_CF; 03C7
1D787         ; NFKC_CF; 03C8
1D788         ; NFKC_CF; 03C9
1D789         ; NFKC_CF; 2202
1D78A         ; NFKC_CF; 03B5
1D78B         ; NFKC_CF; 03B8
1D78C         ; NFKC_CF; 03BA
1D78D         ; NFKC_CF; 03C6
1D78E         ; NFKC_CF; 03C1
1D78F         ; NFKC_CF; 03C0
1D790         ; NFKC_CF; 03B1
1D791         ; NFKC_CF; 03B2
1D792         ; NFKC_CF; 03B3
1D793         ; NFKC_CF; 03B4
1D794         ; NFKC_CF; 03B5
1D795         ; NFKC_CF; 03B6
1D796         ; NFKC_CF; 03B7
1D797         ; NFKC_CF; 03B8
1D798         ; NFKC_CF; 03B9
1D799         ; NFKC_CF; 03BA
1D79A         ; NFKC_CF; 03BB
1D79B         ; NFKC_CF; 03BC
1D79C         ; NFKC_CF; 03BD
1D79D         ; NFKC_CF; 03BE
1D79E         ; NFKC_CF; 03BF
1D79F         ; NFKC_CF; 03C0
1D7A0         ; NFKC_CF; 03C1
1D7A1         ; NFKC_CF; 03B8
1D7A2         ; NFKC_CF; 03C3
1D7A3         ; NFKC_CF; 03C4
1D7A4         ; NFKC_CF; 03C5
1D7A5         ; NFKC_CF; 03C6
1D7A6         ; NFKC_CF; 03C7
1D7A7         ; NFKC_CF; 03C8
1D7A8         ; NFKC_CF; 03C9
1D7A9         ; NFKC_CF; 2207
1D7AA         ; NFKC_CF; 03B1
1D7AB         ; NFKC_CF; 03B2
1D7AC         ; NFKC_CF; 03B3
1D7AD         ; NFKC_CF; 03B4
1D7AE         ; NFKC_CF; 03B5
1D7AF         ; NFKC_CF; 03B6
1D7B0         ; NFKC_CF; 03B7
1D7B1         ; NFKC_CF; 03B8
1D7B2         ; NFKC_CF; 03B9
1D7B3         ; NFKC_CF; 03BA
1D7B4         ; NFKC_CF; 03BB
1D7B5         ; NFKC_CF; 03BC
1D7B6         ; NFKC_CF; 03BD
1D7B7         ; NFKC_CF; 03BE
1D7B8         ; NFKC_CF; 03BF
1D7B9         ; NFKC_CF; 03C0
1D7BA         ; NFKC_CF; 03C1
1D7BB..1D7BC  ; NFKC_CF; 03C3
1D7BD         ; NFKC_CF; 03C4
1D7BE         ; NFKC_CF; 03C5
1D7BF         ; NFKC_CF; 03C6
1D7C0         ; NFKC_CF; 03C7
1D7C1         ; NFKC_CF; 03C8
1D7C2         ; NFKC_CF; 03C9
1D7C3         ; NFKC_CF; 2202
1D7C4         ; NFKC_CF; 03B5
1D7C5         ; NFKC_CF; 03B8
1D7C6         ; NFKC_CF; 03BA
1D7C7         ; NFKC_CF; 03C6
1D7C8         ; NFKC_CF; 03C1
1D7C9         ; NFKC_CF; 03C0
1D7CA..1D7CB  ; NFKC_CF; 03DD
1D7CE         ; NFKC_CF; 0030
1D7CF         ; NFKC_CF; 0031
1D7D0         ; NFKC_CF; 0032
1D7D1         ; NFKC_CF; 0033
1D7D2         ; NFKC_CF; 0034
1D7D3         ; NFKC_CF; 0035
1D7D4         ; NFKC_CF; 0036
1D7D5         ; NFKC_CF; 0037
1D7D6         ; NFKC_CF; 0038
1D7D7         ; NFKC_CF; 0039
1D7D8         ; NFKC_CF; 0030
1D7D9         ; NFKC_CF; 0031
1D7DA         ; NFKC_CF; 0032
1D7DB         ; NFKC_CF; 0033
1D7DC         ; NFKC_CF; 0034
1D7DD         ; NFKC_CF; 0035
1D7DE         ; NFKC_CF; 0036
1D7DF         ; NFKC_CF; 0037
1D7E0         ; NFKC_CF; 0038
1D7E1         ; NFKC_CF; 0039
1D7E2         ; NFKC_CF; 0030
1D7E3         ; NFKC_CF; 0031
1D7E4         ; NFKC_CF; 0032
1D7E5         ; NFKC_CF; 0033
1D7E6         ; NFKC_CF; 0034
1D7E7         ; NFKC_CF; 0035
1D7E8         ; NFKC_CF; 0036
1D7E9         ; NFKC_CF; 0037
1D7EA         ; NFKC_CF; 0038
1D7EB         ; NFKC_CF; 0039
1D7EC         ; NFKC_CF; 0030
1D7ED         ; NFKC_CF; 0031
1D7EE         ; NFKC_CF; 0032
1D7EF         ; NFKC_CF; 0033
1D7F0         ; NFKC_CF; 0034
1D7F1         ; NFKC_CF; 0035
1D7F2         ; NFKC_CF; 0036
1D7F3         ; NFKC_CF; 0037
1D7F4         ; NFKC_CF; 0038
1D7F5         ; NFKC_CF; 0039
1D7F6         ; NFKC_CF; 0030
1D7F7         ; NFKC_CF; 0031
1D7F8         ; NFKC_CF; 0032
1D7F9         ; NFKC_CF; 0033
1D7FA         ; NFKC_CF; 0034
1D7FB         ; NFKC_CF; 0035
1D7FC         ; NFKC_CF; 0036
1D7FD         ; NFKC_CF; 0037
1D7FE         ; NFKC_CF; 0038
1D7FF         ; NFKC_CF; 0039
1F100         ; NFKC_CF; 0030 002E
1F101         ; NFKC_CF; 0030 002C
1F102         ; NFKC_CF; 0031 002C
1F103         ; NFKC_CF; 0032 002C
1F104         ; NFKC_CF; 0033 002C
1F105         ; NFKC_CF; 0034 002C
1F106         ; NFKC_CF; 0035 002C
1F107         ; NFKC_CF; 0036 002C
1F108         ; NFKC_CF; 0037 002C
1F109         ; NFKC_CF; 0038 002C
1F10A         ; NFKC_CF; 0039 002C
1F110         ; NFKC_CF; 0028 0061 0029
1F111         ; NFKC_CF; 0028 0062 0029
1F112         ; NFKC_CF; 0028 0063 0029
1F113         ; NFKC_CF; 0028 0064 0029
1F114         ; NFKC_CF; 0028 0065 0029
1F115         ; NFKC_CF; 0028 0066 0029
1F116         ; NFKC_CF; 0028 0067 0029
1F117         ; NFKC_CF; 0028 0068 0029
1F118         ; NFKC_CF; 0028 0069 0029
1F119         ; NFKC_CF; 0028 006A 0029
1F11A         ; NFKC_CF; 0028 006B 0029
1F11B         ; NFKC_CF; 0028 006C 0029
1F11C         ; NFKC_CF; 0028 006D 0029
1F11D         ; NFKC_CF; 0028 006E 0029
1F11E         ; NFKC_CF; 0028 006F 0029
1F11F         ; NFKC_CF; 0028 0070 0029
1F120         ; NFKC_CF; 0028 0071 0029
1F121         ; NFKC_CF; 0028 0072 0029
1F122         ; NFKC_CF; 0028 0073 0029
1F123         ; NFKC_CF; 0028 0074 0029
1F124         ; NFKC_CF; 0028 0075 0029
1F125         ; NFKC_CF; 0028 0076 0029
1F126         ; NFKC_CF; 0028 0077 0029
1F127         ; NFKC_CF; 0028 0078 0029
1F128         ; NFKC_CF; 0028 0079 0029
1F129         ; NFKC_CF; 0028 007A 0029
1F12A         ; NFKC_CF; 3014 0073 3015
1F12B         ; NFKC_CF; 0063
1F12C         ; NFKC_CF; 0072
1F12D         ; NFKC_CF; 0063 0064
1F12E         ; NFKC_CF; 0077 007A
1F130         ; NFKC_CF; 0061
1F131         ; NFKC_CF; 0062
1F132         ; NFKC_CF; 0063
1F133         ; NFKC_CF; 0064
1F134         ; NFKC_CF; 0065
1F135         ; NFKC_CF; 0066
1F136         ; NFKC_CF; 0067
1F137         ; NFKC_CF; 0068
1F138         ; NFKC_CF; 0069
1F139         ; NFKC_CF; 006A
1F13A         ; NFKC_CF; 006B
1F13B         ; NFKC_CF; 006C
1F13C         ; NFKC_CF; 006D
1F13D         ; NFKC_CF; 006E
1F13E         ; NFKC_CF; 006F
1F13F         ; NFKC_CF; 0070
1F140         ; NFKC_CF; 0071
1F141         ; NFKC_CF; 0072
1F142         ; NFKC_CF; 0073
1F143         ; NFKC_CF; 0074
1F144         ; NFKC_CF; 0075
1F145         ; NFKC_CF; 0076
1F146         ; NFKC_CF; 0077
1F147         ; NFKC_CF; 0078
1F148         ; NFKC_CF; 0079
1F149         ; NFKC_CF; 007A
1F14A         ; NFKC_CF; 0068 0076
1F14B         ; NFKC_CF; 006D 0076
1F14C         ; NFKC_CF; 0073 0064
1F14D         ; NFKC_CF; 0073 0073
1F14E         ; NFKC_CF; 0070 0070 0076
1F14F         ; NFKC_CF; 0077 0063
1F190         ; NFKC_CF; 0064 006A
1F200         ; NFKC_CF; 307B 304B
1F201         ; NFKC_CF; 30B3 30B3
1F202         ; NFKC_CF; 30B5
1F210         ; NFKC_CF; 624B
1F211         ; NFKC_CF; 5B57
1F212         ; NFKC_CF; 53CC
1F213         ; NFKC_CF; 30C7
1F214         ; NFKC_CF; 4E8C
1F215         ; NFKC_CF; 591A
1F216         ; NFKC_CF; 89E3
1F217         ; NFKC_CF; 5929
1F218         ; NFKC_CF; 4EA4
1F219         ; NFKC_CF; 6620
1F21A         ; NFKC_CF; 7121
1F21B         ; NFKC_CF; 6599
1F21C         ; NFKC_CF; 524D
1F21D         ; NFKC_CF; 5F8C
1F21E         ; NFKC_CF; 518D
1F21F         ; NFKC_CF; 65B0
1F220         ; NFKC_CF; 521D
1F221         ; NFKC_CF; 7D42
1F222         ; NFKC_CF; 751F
1F223         ; NFKC_CF; 8CA9
1F224         ; NFKC_CF; 58F0
1F225         ; NFKC_CF; 5439
1F226         ; NFKC_CF; 6F14
1F227         ; NFKC_CF; 6295
1F228         ; NFKC_CF; 6355
1F229         ; NFKC_CF; 4E00
1F22A         ; NFKC_CF; 4E09
1F22B         ; NFKC_CF; 904A
1F22C         ; NFKC_CF; 5DE6
1F22D         ; NFKC_CF; 4E2D
1F22E         ; NFKC_CF; 53F3
1F22F         ; NFKC_CF; 6307
1F230         ; NFKC_CF; 8D70
1F231         ; NFKC_CF; 6253
1F232         ; NFKC_CF; 7981
1F233         ; NFKC_CF; 7A7A
1F234         ; NFKC_CF; 5408
1F235         ; NFKC_CF; 6E80
1F236         ; NFKC_CF; 6709
1F237         ; NFKC_CF; 6708
1F238         ; NFKC_CF; 7533
1F239         ; NFKC_CF; 5272
1F23A         ; NFKC_CF; 55B6
1F240         ; NFKC_CF; 3014 672C 3015
1F241         ; NFKC_CF; 3014 4E09 3015
1F242         ; NFKC_CF; 3014 4E8C 3015
1F243         ; NFKC_CF; 3014 5B89 3015
1F244         ; NFKC_CF; 3014 70B9 3015
1F245         ; NFKC_CF; 3014 6253 3015
1F246         ; NFKC_CF; 3014 76D7 3015
1F247         ; NFKC_CF; 3014 52DD 3015
1F248         ; NFKC_CF; 3014 6557 3015
1F250         ; NFKC_CF; 5F97
1F251         ; NFKC_CF; 53EF
2F800         ; NFKC_CF; 4E3D
2F801         ; NFKC_CF; 4E38
2F802         ; NFKC_CF; 4E41
2F803         ; NFKC_CF; 20122
2F804         ; NFKC_CF; 4F60
2F805         ; NFKC_CF; 4FAE
2F806         ; NFKC_CF; 4FBB
2F807         ; NFKC_CF; 5002
2F808         ; NFKC_CF; 507A
2F809         ; NFKC_CF; 5099
2F80A         ; NFKC_CF; 50E7
2F80B         ; NFKC_CF; 50CF
2F80C         ; NFKC_CF; 349E
2F80D         ; NFKC_CF; 2063A
2F80E         ; NFKC_CF; 514D
2F80F         ; NFKC_CF; 5154
2F810         ; NFKC_CF; 5164
2F811         ; NFKC_CF; 5177
2F812         ; NFKC_CF; 2051C
2F813         ; NFKC_CF; 34B9
2F814         ; NFKC_CF; 5167
2F815         ; NFKC_CF; 518D
2F816         ; NFKC_CF; 2054B
2F817         ; NFKC_CF; 5197
2F818         ; NFKC_CF; 51A4
2F819         ; NFKC_CF; 4ECC
2F81A         ; NFKC_CF; 51AC
2F81B         ; NFKC_CF; 51B5
2F81C         ; NFKC_CF; 291DF
2F81D         ; NFKC_CF; 51F5
2F81E         ; NFKC_CF; 5203
2F81F         ; NFKC_CF; 34DF
2F820         ; NFKC_CF; 523B
2F821         ; NFKC_CF; 5246
2F822         ; NFKC_CF; 5272
2F823         ; NFKC_CF; 5277
2F824         ; NFKC_CF; 3515
2F825         ; NFKC_CF; 52C7
2F826         ; NFKC_CF; 52C9
2F827         ; NFKC_CF; 52E4
2F828         ; NFKC_CF; 52FA
2F829         ; NFKC_CF; 5305
2F82A         ; NFKC_CF; 5306
2F82B         ; NFKC_CF; 5317
2F82C         ; NFKC_CF; 5349
2F82D         ; NFKC_CF; 5351
2F82E         ; NFKC_CF; 535A
2F82F         ; NFKC_CF; 5373
2F830         ; NFKC_CF; 537D
2F831..2F833  ; NFKC_CF; 537F
2F834         ; NFKC_CF; 20A2C
2F835         ; NFKC_CF; 7070
2F836         ; NFKC_CF; 53CA
2F837         ; NFKC_CF; 53DF
2F838         ; NFKC_CF; 20B63
2F839         ; NFKC_CF; 53EB
2F83A         ; NFKC_CF; 53F1
2F83B         ; NFKC_CF; 5406
2F83C         ; NFKC_CF; 549E
2F83D         ; NFKC_CF; 5438
2F83E         ; NFKC_CF; 5448
2F83F         ; NFKC_CF; 5468
2F840         ; NFKC_CF; 54A2
2F841         ; NFKC_CF; 54F6
2F842         ; NFKC_CF; 5510
2F843         ; NFKC_CF; 5553
2F844         ; NFKC_CF; 5563
2F845..2F846  ; NFKC_CF; 5584
2F847         ; NFKC_CF; 5599
2F848         ; NFKC_CF; 55AB
2F849         ; NFKC_CF; 55B3
2F84A         ; NFKC_CF; 55C2
2F84B         ; NFKC_CF; 5716
2F84C         ; NFKC_CF; 5606
2F84D         ; NFKC_CF; 5717
2F84E         ; NFKC_CF; 5651
2F84F         ; NFKC_CF; 5674
2F850         ; NFKC_CF; 5207
2F851         ; NFKC_CF; 58EE
2F852         ; NFKC_CF; 57CE
2F853         ; NFKC_CF; 57F4
2F854         ; NFKC_CF; 580D
2F855         ; NFKC_CF; 578B
2F856         ; NFKC_CF; 5832
2F857         ; NFKC_CF; 5831
2F858         ; NFKC_CF; 58AC
2F859         ; NFKC_CF; 214E4
2F85A         ; NFKC_CF; 58F2
2F85B         ; NFKC_CF; 58F7
2F85C         ; NFKC_CF; 5906
2F85D         ; NFKC_CF; 591A
2F85E         ; NFKC_CF; 5922
2F85F         ; NFKC_CF; 5962
2F860         ; NFKC_CF; 216A8
2F861         ; NFKC_CF; 216EA
2F862         ; NFKC_CF; 59EC
2F863         ; NFKC_CF; 5A1B
2F864         ; NFKC_CF; 5A27
2F865         ; NFKC_CF; 59D8
2F866         ; NFKC_CF; 5A66
2F867         ; NFKC_CF; 36EE
2F868         ; NFKC_CF; 36FC
2F869         ; NFKC_CF; 5B08
2F86A..2F86B  ; NFKC_CF; 5B3E
2F86C         ; NFKC_CF; 219C8
2F86D         ; NFKC_CF; 5BC3
2F86E         ; NFKC_CF; 5BD8
2F86F         ; NFKC_CF; 5BE7
2F870         ; NFKC_CF; 5BF3
2F871         ; NFKC_CF; 21B18
2F872         ; NFKC_CF; 5BFF
2F873         ; NFKC_CF; 5C06
2F874         ; NFKC_CF; 5F53
2F875         ; NFKC_CF; 5C22
2F876         ; NFKC_CF; 3781
2F877         ; NFKC_CF; 5C60
2F878         ; NFKC_CF; 5C6E
2F879         ; NFKC_CF; 5CC0
2F87A         ; NFKC_CF; 5C8D
2F87B         ; NFKC_CF; 21DE4
2F87C         ; NFKC_CF; 5D43
2F87D         ; NFKC_CF; 21DE6
2F87E         ; NFKC_CF; 5D6E
2F87F         ; NFKC_CF; 5D6B
2F880         ; NFKC_CF; 5D7C
2F881         ; NFKC_CF; 5DE1
2F882         ; NFKC_CF; 5DE2
2F883         ; NFKC_CF; 382F
2F884         ; NFKC_CF; 5DFD
2F885         ; NFKC_CF; 5E28
2F886         ; NFKC_CF; 5E3D
2F887         ; NFKC_CF; 5E69
2F888         ; NFKC_CF; 3862
2F889         ; NFKC_CF; 22183
2F88A         ; NFKC_CF; 387C
2F88B         ; NFKC_CF; 5EB0
2F88C         ; NFKC_CF; 5EB3
2F88D         ; NFKC_CF; 5EB6
2F88E         ; NFKC_CF; 5ECA
2F88F         ; NFKC_CF; 2A392
2F890         ; NFKC_CF; 5EFE
2F891..2F892  ; NFKC_CF; 22331
2F893         ; NFKC_CF; 8201
2F894..2F895  ; NFKC_CF; 5F22
2F896         ; NFKC_CF; 38C7
2F897         ; NFKC_CF; 232B8
2F898         ; NFKC_CF; 261DA
2F899         ; NFKC_CF; 5F62
2F89A         ; NFKC_CF; 5F6B
2F89B         ; NFKC_CF; 38E3
2F89C         ; NFKC_CF; 5F9A
2F89D         ; NFKC_CF; 5FCD
2F89E         ; NFKC_CF; 5FD7
2F89F         ; NFKC_CF; 5FF9
2F8A0         ; NFKC_CF; 6081
2F8A1         ; NFKC_CF; 393A
2F8A2         ; NFKC_CF; 391C
2F8A3         ; NFKC_CF; 6094
2F8A4         ; NFKC_CF; 226D4
2F8A5         ; NFKC_CF; 60C7
2F8A6         ; NFKC_CF; 6148
2F8A7         ; NFKC_CF; 614C
2F8A8         ; NFKC_CF; 614E
2F8A9         ; NFKC_CF; 614C
2F8AA         ; NFKC_CF; 617A
2F8AB         ; NFKC_CF; 618E
2F8AC         ; NFKC_CF; 61B2
2F8AD         ; NFKC_CF; 61A4
2F8AE         ; NFKC_CF; 61AF
2F8AF         ; NFKC_CF; 61DE
2F8B0         ; NFKC_CF; 61F2
2F8B1         ; NFKC_CF; 61F6
2F8B2         ; NFKC_CF; 6210
2F8B3         ; NFKC_CF; 621B
2F8B4         ; NFKC_CF; 625D
2F8B5         ; NFKC_CF; 62B1
2F8B6         ; NFKC_CF; 62D4
2F8B7         ; NFKC_CF; 6350
2F8B8         ; NFKC_CF; 22B0C
2F8B9         ; NFKC_CF; 633D
2F8BA         ; NFKC_CF; 62FC
2F8BB         ; NFKC_CF; 6368
2F8BC         ; NFKC_CF; 6383
2F8BD         ; NFKC_CF; 63E4
2F8BE         ; NFKC_CF; 22BF1
2F8BF         ; NFKC_CF; 6422
2F8C0         ; NFKC_CF; 63C5
2F8C1         ; NFKC_CF; 63A9
2F8C2         ; NFKC_CF; 3A2E
2F8C3         ; NFKC_CF; 6469
2F8C4         ; NFKC_CF; 647E
2F8C5         ; NFKC_CF; 649D
2F8C6         ; NFKC_CF; 6477
2F8C7         ; NFKC_CF; 3A6C
2F8C8         ; NFKC_CF; 654F
2F8C9         ; NFKC_CF; 656C
2F8CA         ; NFKC_CF; 2300A
2F8CB         ; NFKC_CF; 65E3
2F8CC         ; NFKC_CF; 66F8
2F8CD         ; NFKC_CF; 6649
2F8CE         ; NFKC_CF; 3B19
2F8CF         ; NFKC_CF; 6691
2F8D0         ; NFKC_CF; 3B08
2F8D1         ; NFKC_CF; 3AE4
2F8D2         ; NFKC_CF; 5192
2F8D3         ; NFKC_CF; 5195
2F8D4         ; NFKC_CF; 6700
2F8D5         ; NFKC_CF; 669C
2F8D6         ; NFKC_CF; 80AD
2F8D7         ; NFKC_CF; 43D9
2F8D8         ; NFKC_CF; 6717
2F8D9         ; NFKC_CF; 671B
2F8DA         ; NFKC_CF; 6721
2F8DB         ; NFKC_CF; 675E
2F8DC         ; NFKC_CF; 6753
2F8DD         ; NFKC_CF; 233C3
2F8DE         ; NFKC_CF; 3B49
2F8DF         ; NFKC_CF; 67FA
2F8E0         ; NFKC_CF; 6785
2F8E1         ; NFKC_CF; 6852
2F8E2         ; NFKC_CF; 6885
2F8E3         ; NFKC_CF; 2346D
2F8E4         ; NFKC_CF; 688E
2F8E5         ; NFKC_CF; 681F
2F8E6         ; NFKC_CF; 6914
2F8E7         ; NFKC_CF; 3B9D
2F8E8         ; NFKC_CF; 6942
2F8E9         ; NFKC_CF; 69A3
2F8EA         ; NFKC_CF; 69EA
2F8EB         ; NFKC_CF; 6AA8
2F8EC         ; NFKC_CF; 236A3
2F8ED         ; NFKC_CF; 6ADB
2F8EE         ; NFKC_CF; 3C18
2F8EF         ; NFKC_CF; 6B21
2F8F0         ; NFKC_CF; 238A7
2F8F1         ; NFKC_CF; 6B54
2F8F2         ; NFKC_CF; 3C4E
2F8F3         ; NFKC_CF; 6B72
2F8F4         ; NFKC_CF; 6B9F
2F8F5         ; NFKC_CF; 6BBA
2F8F6         ; NFKC_CF; 6BBB
2F8F7         ; NFKC_CF; 23A8D
2F8F8         ; NFKC_CF; 21D0B
2F8F9         ; NFKC_CF; 23AFA
2F8FA         ; NFKC_CF; 6C4E
2F8FB         ; NFKC_CF; 23CBC
2F8FC         ; NFKC_CF; 6CBF
2F8FD         ; NFKC_CF; 6CCD
2F8FE         ; NFKC_CF; 6C67
2F8FF         ; NFKC_CF; 6D16
2F900         ; NFKC_CF; 6D3E
2F901         ; NFKC_CF; 6D77
2F902         ; NFKC_CF; 6D41
2F903         ; NFKC_CF; 6D69
2F904         ; NFKC_CF; 6D78
2F905         ; NFKC_CF; 6D85
2F906         ; NFKC_CF; 23D1E
2F907         ; NFKC_CF; 6D34
2F908         ; NFKC_CF; 6E2F
2F909         ; NFKC_CF; 6E6E
2F90A         ; NFKC_CF; 3D33
2F90B         ; NFKC_CF; 6ECB
2F90C         ; NFKC_CF; 6EC7
2F90D         ; NFKC_CF; 23ED1
2F90E         ; NFKC_CF; 6DF9
2F90F         ; NFKC_CF; 6F6E
2F910         ; NFKC_CF; 23F5E
2F911         ; NFKC_CF; 23F8E
2F912         ; NFKC_CF; 6FC6
2F913         ; NFKC_CF; 7039
2F914         ; NFKC_CF; 701E
2F915         ; NFKC_CF; 701B
2F916         ; NFKC_CF; 3D96
2F917         ; NFKC_CF; 704A
2F918         ; NFKC_CF; 707D
2F919         ; NFKC_CF; 7077
2F91A         ; NFKC_CF; 70AD
2F91B         ; NFKC_CF; 20525
2F91C         ; NFKC_CF; 7145
2F91D         ; NFKC_CF; 24263
2F91E         ; NFKC_CF; 719C
2F91F         ; NFKC_CF; 243AB
2F920         ; NFKC_CF; 7228
2F921         ; NFKC_CF; 7235
2F922         ; NFKC_CF; 7250
2F923         ; NFKC_CF; 24608
2F924         ; NFKC_CF; 7280
2F925         ; NFKC_CF; 7295
2F926         ; NFKC_CF; 24735
2F927         ; NFKC_CF; 24814
2F928         ; NFKC_CF; 737A
2F929         ; NFKC_CF; 738B
2F92A         ; NFKC_CF; 3EAC
2F92B         ; NFKC_CF; 73A5
2F92C..2F92D  ; NFKC_CF; 3EB8
2F92E         ; NFKC_CF; 7447
2F92F         ; NFKC_CF; 745C
2F930         ; NFKC_CF; 7471
2F931         ; NFKC_CF; 7485
2F932         ; NFKC_CF; 74CA
2F933         ; NFKC_CF; 3F1B
2F934         ; NFKC_CF; 7524
2F935         ; NFKC_CF; 24C36
2F936         ; NFKC_CF; 753E
2F937         ; NFKC_CF; 24C92
2F938         ; NFKC_CF; 7570
2F939         ; NFKC_CF; 2219F
2F93A         ; NFKC_CF; 7610
2F93B         ; NFKC_CF; 24FA1
2F93C         ; NFKC_CF; 24FB8
2F93D         ; NFKC_CF; 25044
2F93E         ; NFKC_CF; 3FFC
2F93F         ; NFKC_CF; 4008
2F940         ; NFKC_CF; 76F4
2F941         ; NFKC_CF; 250F3
2F942         ; NFKC_CF; 250F2
2F943         ; NFKC_CF; 25119
2F944         ; NFKC_CF; 25133
2F945         ; NFKC_CF; 771E
2F946..2F947  ; NFKC_CF; 771F
2F948         ; NFKC_CF; 774A
2F949         ; NFKC_CF; 4039
2F94A         ; NFKC_CF; 778B
2F94B         ; NFKC_CF; 4046
2F94C         ; NFKC_CF; 4096
2F94D         ; NFKC_CF; 2541D
2F94E         ; NFKC_CF; 784E
2F94F         ; NFKC_CF; 788C
2F950         ; NFKC_CF; 78CC
2F951         ; NFKC_CF; 40E3
2F952         ; NFKC_CF; 25626
2F953         ; NFKC_CF; 7956
2F954         ; NFKC_CF; 2569A
2F955         ; NFKC_CF; 256C5
2F956         ; NFKC_CF; 798F
2F957         ; NFKC_CF; 79EB
2F958         ; NFKC_CF; 412F
2F959         ; NFKC_CF; 7A40
2F95A         ; NFKC_CF; 7A4A
2F95B         ; NFKC_CF; 7A4F
2F95C         ; NFKC_CF; 2597C
2F95D..2F95E  ; NFKC_CF; 25AA7
2F95F         ; NFKC_CF; 7AEE
2F960         ; NFKC_CF; 4202
2F961         ; NFKC_CF; 25BAB
2F962         ; NFKC_CF; 7BC6
2F963         ; NFKC_CF; 7BC9
2F964         ; NFKC_CF; 4227
2F965         ; NFKC_CF; 25C80
2F966         ; NFKC_CF; 7CD2
2F967         ; NFKC_CF; 42A0
2F968         ; NFKC_CF; 7CE8
2F969         ; NFKC_CF; 7CE3
2F96A         ; NFKC_CF; 7D00
2F96B         ; NFKC_CF; 25F86
2F96C         ; NFKC_CF; 7D63
2F96D         ; NFKC_CF; 4301
2F96E         ; NFKC_CF; 7DC7
2F96F         ; NFKC_CF; 7E02
2F970         ; NFKC_CF; 7E45
2F971         ; NFKC_CF; 4334
2F972         ; NFKC_CF; 26228
2F973         ; NFKC_CF; 26247
2F974         ; NFKC_CF; 4359
2F975         ; NFKC_CF; 262D9
2F976         ; NFKC_CF; 7F7A
2F977         ; NFKC_CF; 2633E
2F978         ; NFKC_CF; 7F95
2F979         ; NFKC_CF; 7FFA
2F97A         ; NFKC_CF; 8005
2F97B         ; NFKC_CF; 264DA
2F97C         ; NFKC_CF; 26523
2F97D         ; NFKC_CF; 8060
2F97E         ; NFKC_CF; 265A8
2F97F         ; NFKC_CF; 8070
2F980         ; NFKC_CF; 2335F
2F981         ; NFKC_CF; 43D5
2F982         ; NFKC_CF; 80B2
2F983         ; NFKC_CF; 8103
2F984         ; NFKC_CF; 440B
2F985         ; NFKC_CF; 813E
2F986         ; NFKC_CF; 5AB5
2F987         ; NFKC_CF; 267A7
2F988         ; NFKC_CF; 267B5
2F989         ; NFKC_CF; 23393
2F98A         ; NFKC_CF; 2339C
2F98B         ; NFKC_CF; 8201
2F98C         ; NFKC_CF; 8204
2F98D         ; NFKC_CF; 8F9E
2F98E         ; NFKC_CF; 446B
2F98F         ; NFKC_CF; 8291
2F990         ; NFKC_CF; 828B
2F991         ; NFKC_CF; 829D
2F992         ; NFKC_CF; 52B3
2F993         ; NFKC_CF; 82B1
2F994         ; NFKC_CF; 82B3
2F995         ; NFKC_CF; 82BD
2F996         ; NFKC_CF; 82E6
2F997         ; NFKC_CF; 26B3C
2F998         ; NFKC_CF; 82E5
2F999         ; NFKC_CF; 831D
2F99A         ; NFKC_CF; 8363
2F99B         ; NFKC_CF; 83AD
2F99C         ; NFKC_CF; 8323
2F99D         ; NFKC_CF; 83BD
2F99E         ; NFKC_CF; 83E7
2F99F         ; NFKC_CF; 8457
2F9A0         ; NFKC_CF; 8353
2F9A1         ; NFKC_CF; 83CA
2F9A2         ; NFKC_CF; 83CC
2F9A3         ; NFKC_CF; 83DC
2F9A4         ; NFKC_CF; 26C36
2F9A5         ; NFKC_CF; 26D6B
2F9A6         ; NFKC_CF; 26CD5
2F9A7         ; NFKC_CF; 452B
2F9A8         ; NFKC_CF; 84F1
2F9A9         ; NFKC_CF; 84F3
2F9AA         ; NFKC_CF; 8516
2F9AB         ; NFKC_CF; 273CA
2F9AC         ; NFKC_CF; 8564
2F9AD         ; NFKC_CF; 26F2C
2F9AE         ; NFKC_CF; 455D
2F9AF         ; NFKC_CF; 4561
2F9B0         ; NFKC_CF; 26FB1
2F9B1         ; NFKC_CF; 270D2
2F9B2         ; NFKC_CF; 456B
